CarName,Price,Year,KilometersDriven,Fuel Type,Location
Honda CRV,"6,99,000",2013,"74,039 KM",PETROL,"Goregaon, Mumbai"
Maruti Swift Dzire,"4,67,000",2015,"61,960 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Volkswagen Polo,"4,89,000",2015,"97,403 KM",PETROL,Mulund
Maruti Wagon R 1.0,"2,81,000",2013,"50,244 KM",PETROL,"Goregaon, Mumbai"
Maruti Wagon R Stingray,"3,07,000",2013,"80,001 KM",PETROL,"Goregaon, Mumbai"
Maruti Swift,"3,28,000",2013,"60,424 KM",PETROL,Mulund
Honda Jazz,"2,81,000",2012,"37,938 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Swift Dzire,"4,79,000",2016,"77,984 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai i10,"3,25,000",2015,"45,879 KM",PETROL,"Goregaon, Mumbai"
Maruti Alto 800,"2,12,000",2013,"28,725 KM",PETROL,Mulund
Hyundai Elite i20,"5,25,000",2015,"14,498 KM",PETROL,Mulund
Maruti Wagon R 1.0,"3,69,000",2016,"36,056 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Alto 800,"2,42,000",2016,"34,721 KM",PETROL,"Goregaon, Mumbai"
Hyundai Creta,"16,85,000",2021,"43,673 KM",PETROL,Mulund
Maruti Swift,"4,58,000",2013,"91,718 KM",DIESEL,Mulund
Hyundai i10,"2,83,000",2014,"22,330 KM",PETROL,"Goregaon, Mumbai"
Maruti Ritz,"2,44,000",2012,"19,471 KM",PETROL,Mulund
Tata NEXON,"6,16,000",2018,"28,931 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti New Wagon-R,"4,95,000",2019,"25,032 KM",PETROL,Mulund
Nissan Micra,"3,35,600",2014,"35,345 KM",PETROL,Mulund
Maruti Baleno,"5,37,000",2018,"27,163 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Wagon R 1.0,"3,39,000",2014,"18,501 KM",PETROL,"Goregaon, Mumbai"
Volkswagen Polo,"6,56,000",2020,"26,754 KM",PETROL,Mulund
Hyundai Creta,"7,15,000",2017,"81,347 KM",PETROL,Mulund
Maruti Alto 800,"2,95,000",2015,"70,411 KM",CNG,Mulund
Hyundai AURA,"7,09,000",2021,"66,479 KM",CNG,Mulund
Datsun Go,"2,36,000",2014,"18,499 KM",PETROL,"Goregaon, Mumbai"
Skoda Rapid,"5,47,000",2015,"93,954 KM",DIESEL,"Goregaon, Mumbai"
Tata Tiago,"4,79,000",2018,"11,606 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai Grand i10,"5,46,000",2018,"23,976 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Mahindra XUV500,"12,08,000",2018,"70,203 KM",DIESEL,"Goregaon, Mumbai"
Hyundai Creta,"11,29,000",2019,"86,553 KM",CNG,Mulund
Hyundai Grand i10,"4,86,000",2017,"79,192 KM",DIESEL,Mulund
Mahindra TUV300,"7,35,000",2018,"69,726 KM",DIESEL,"Goregaon, Mumbai"
Hyundai Elite i20,"5,70,000",2017,"12,662 KM",PETROL,Mulund
Maruti Swift,"5,80,000",2017,"78,195 KM",DIESEL,Mulund
Honda City,"5,37,000",2015,"81,459 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Celerio,"4,43,000",2017,"48,726 KM",CNG,Mulund
Hyundai Grand i10,"3,71,000",2015,"33,716 KM",PETROL,"Goregaon, Mumbai"
Maruti Celerio,"3,67,000",2015,"29,535 KM",PETROL,Mulund
Maruti Ciaz,"6,28,000",2018,"70,467 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai i20 Active,"5,25,000",2015,"64,315 KM",PETROL,"Goregaon, Mumbai"
Hyundai Creta,"9,11,000",2017,"59,964 KM",DIESEL,"Goregaon, Mumbai"
Honda City,"7,17,000",2017,"42,503 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Swift,"4,58,000",2017,"74,478 KM",PETROL,"Goregaon, Mumbai"
Hyundai Grand i10,"3,30,000",2013,"53,886 KM",PETROL,"Goregaon, Mumbai"
Hyundai i10,"2,26,000",2011,"43,300 KM",PETROL,"Goregaon, Mumbai"
Honda City,"5,06,000",2014,"39,773 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai GRAND I10 NIOS,"5,92,000",2019,"46,573 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai Verna,"6,71,000",2016,"41,188 KM",PETROL,Mulund
Maruti Dzire,"5,83,000",2017,"34,963 KM",PETROL,Mulund
Maruti Ertiga,"5,25,800",2013,"55,834 KM",PETROL,Mulund
Maruti New Wagon-R,"4,84,000",2019,"12,485 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Renault TRIBER,"6,39,000",2023,"17,978 KM",PETROL,"Goregaon, Mumbai"
Honda WR-V,"5,64,000",2017,"44,303 KM",PETROL,"Goregaon, Mumbai"
Hyundai Elite i20,"7,19,000",2019,"81,099 KM",DIESEL,"Goregaon, Mumbai"
Ford Ecosport,"5,75,000",2016,"1,22,112 KM",DIESEL,Mulund
Hyundai Verna,"9,81,000",2019,"23,205 KM",PETROL,Mulund
Honda Jazz,"5,50,000",2017,"31,030 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Renault Kwid,"3,80,000",2019,"33,923 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Swift Dzire,"3,34,000",2012,"72,831 KM",PETROL,"Goregaon, Mumbai"
Renault Duster,"7,36,000",2019,"31,372 KM",PETROL,Mulund
Maruti Celerio,"4,63,000",2019,"25,442 KM",PETROL,"Goregaon, Mumbai"
Maruti Ciaz,"5,60,000",2015,"87,624 KM",PETROL,"Goregaon, Mumbai"
Honda Brio,"2,45,400",2012,"66,723 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Honda Jazz,"6,95,000",2019,"15,114 KM",PETROL,Mulund
Honda Jazz,"5,74,000",2017,"26,031 KM",PETROL,"Goregaon, Mumbai"
Maruti Dzire,"6,38,000",2017,"60,399 KM",CNG,"Rupa Renaissance, Navi Mumbai"
Hyundai Creta,"7,59,000",2016,"19,296 KM",PETROL,"Goregaon, Mumbai"
Jeep Compass,"10,93,000",2018,"49,171 KM",PETROL,"Goregaon, Mumbai"
Honda WR-V,"7,14,000",2017,"10,281 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Swift,"4,97,000",2017,"45,176 KM",PETROL,Mulund
Maruti Celerio,"3,54,000",2014,"74,993 KM",PETROL,"Goregaon, Mumbai"
Honda City,"5,57,000",2015,"23,518 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai Grand i10,"4,32,000",2017,"49,834 KM",PETROL,Mulund
Hyundai Elite i20,"4,68,000",2014,"38,479 KM",PETROL,"Goregaon, Mumbai"
Maruti New Wagon-R,"5,97,000",2021,"32,678 KM",CNG,"Rupa Renaissance, Navi Mumbai"
Hyundai Verna,"7,20,000",2017,"45,645 KM",PETROL,"Goregaon, Mumbai"
Maruti Celerio,"4,06,000",2015,"28,264 KM",PETROL,"Goregaon, Mumbai"
Honda Amaze,"7,86,000",2019,"28,832 KM",DIESEL,Mulund
Honda City,"5,11,300",2015,"62,499 KM",CNG,"Goregaon, Mumbai"
Hyundai Grand i10,"2,97,000",2014,"64,561 KM",PETROL,Mulund
Maruti Ertiga,"5,31,000",2012,"1,19,482 KM",DIESEL,"Goregaon, Mumbai"
Hyundai i20,"3,99,000",2014,"34,978 KM",PETROL,"Goregaon, Mumbai"
Maruti Swift Dzire,"3,91,000",2013,"58,047 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Swift Dzire,"3,78,000",2013,"50,544 KM",PETROL,"Goregaon, Mumbai"
Hyundai Elite i20,"5,74,000",2016,"73,055 KM",PETROL,"Goregaon, Mumbai"
Hyundai Verna,"8,91,000",2017,"56,667 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai i20,"2,49,000",2011,"29,838 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Celerio X,"4,53,000",2018,"28,978 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Baleno,"7,55,000",2019,"17,348 KM",PETROL,Mulund
Hyundai i20,"3,29,000",2013,"40,445 KM",PETROL,"Goregaon, Mumbai"
Honda Brio,"2,97,000",2014,"35,177 KM",PETROL,"Goregaon, Mumbai"
Hyundai i20,"3,22,000",2013,"44,961 KM",PETROL,Mulund
Hyundai Elite i20,"4,69,000",2015,"67,007 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Hyundai Elite i20,"4,76,000",2015,"94,232 KM",PETROL,Mulund
Toyota Etios,"2,83,000",2011,"40,881 KM",PETROL,"Goregaon, Mumbai"
Hyundai i20 Active,"5,18,000",2015,"41,510 KM",PETROL,Mulund
Maruti IGNIS,"4,12,000",2017,"1,02,374 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Honda City,"7,47,000",2017,"18,069 KM",PETROL,Mulund
Honda City,"8,27,000",2017,"29,131 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
Maruti Ciaz,"5,08,000",2015,"1,14,513 KM",DIESEL,"Rupa Renaissance, Navi Mumbai"
Datsun Redi Go,"3,33,000",2018,"45,954 KM",PETROL,"Rupa Renaissance, Navi Mumbai"
