,Fuel Type,Location,CompanyName,ModelName,Price,Year,KilometersDriven
0,Petrol,Mumbai,Hyundai,Grand i10,548000.0,2021,23000.0
1,Petrol,Mumbai,Honda,Amaze,882000.0,2022,6000.0
2,Petrol,Mumbai,Tata,Altroz XM,658000.0,2021,23000.0
3,Petrol,Mumbai,Tata,Punch Adventure,678000.0,2022,10000.0
4,Petrol,Mumbai,Renault,Triber RXT,663000.0,2022,7000.0
5,Petrol,Mumbai,Maruti,Suzuki Baleno,569000.0,2018,22000.0
7,Petrol,Mumbai,Hyundai,New Santro,473000.0,2022,5000.0
8,Petrol,Mumbai,Maruti,Suzuki Baleno,714000.0,2020,24000.0
9,Petrol,Mumbai,Hyundai,Grand i10,728000.0,2022,11000.0
10,Petrol,Mumbai,Hyundai,Elite i20,613000.0,2019,8000.0
11,Petrol,Mumbai,Maruti,Suzuki Alto,376000.0,2019,20000.0
12,Petrol,Mumbai,Honda,WR-V VX,722000.0,2018,16000.0
13,Petrol+cng,Mumbai,Hyundai,Grand i10,425000.0,2014,49000.0
14,Petrol,Mumbai,Maruti,Suzuki Ertiga,468000.0,2013,52000.0
15,Petrol,Mumbai,Hyundai,i10 Sportz,382000.0,2016,44000.0
16,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,365000.0,2014,25000.0
17,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,386000.0,2017,63000.0
18,Diesel,Mumbai,BMW,X1 sDrive20d,2250000.0,2018,75000.0
19,Petrol,Mumbai,Jeep,Compass Sport,1190000.0,2019,21000.0
20,Diesel,Mumbai,BMW,3 Series,1950000.0,2015,66000.0
21,Petrol,Mumbai,BMW,3 Series,45000.0,2021,9000.0
22,Petrol,Mumbai,Hyundai,Elite i20,613000.0,2019,8000.0
23,Petrol,Mumbai,Honda,WR-V VX,722000.0,2018,16000.0
24,Petrol,Mumbai,Maruti,Suzuki Baleno,544000.0,2016,62000.0
25,Petrol,Mumbai,Hyundai,Grand i10,513000.0,2017,32000.0
26,Petrol,Mumbai,Hyundai,Venue SX,910000.0,2019,24000.0
27,Petrol,Mumbai,Maruti,Suzuki Baleno,587000.0,2017,14000.0
28,Petrol,Mumbai,Maruti,Suzuki S-Cross,960000.0,2020,37000.0
29,Petrol,Mumbai,Nissan,Micra Active,428000.0,2018,60000.0
30,Petrol,Mumbai,Hyundai,Venue S,748000.0,2019,34000.0
31,Petrol,Mumbai,Maruti,Suzuki Ertiga,630000.0,2016,72000.0
32,Petrol,Mumbai,Maruti,Suzuki Dzire,629000.0,2017,71000.0
33,Petrol,Mumbai,Toyota,Etios G,272000.0,2011,51000.0
34,Diesel,Mumbai,Jeep,Compass Longitude,1925000.0,2021,13000.0
35,Diesel,Mumbai,BMW,3 Series,1890000.0,2015,39000.0
36,Diesel,Mumbai,BMW,3 Series,1725000.0,2015,65000.0
37,Petrol,Mumbai,Mercedes-Benz,CLA 200,2275000.0,2017,42000.0
38,Petrol,Mumbai,Toyota,Etios Liva,284000.0,2011,76000.0
39,Petrol,Mumbai,Maruti,Suzuki Baleno,540000.0,2017,28000.0
40,Petrol,Mumbai,Hyundai,Grand i10,410000.0,2014,59000.0
41,Petrol,Mumbai,Maruti,Suzuki Swift,494000.0,2014,20000.0
42,Petrol,Mumbai,Maruti,Suzuki XL6,1145000.0,2021,18000.0
43,Petrol,Mumbai,Maruti,Suzuki Dzire,834000.0,2021,15000.0
44,Petrol,Mumbai,Honda,Amaze,884000.0,2022,9000.0
45,Petrol,Mumbai,Maruti,Suzuki Ignis,619000.0,2021,8000.0
47,Petrol,Mumbai,Jeep,Compass Longitude,2090000.0,2021,10000.0
49,Petrol,Mumbai,Honda,City V,863000.0,2019,19000.0
50,Petrol,Mumbai,Hyundai,Elantra,941000.0,2016,44000.0
51,Petrol,Mumbai,Volkswagen,Vento Highline,691000.0,2016,42000.0
52,Petrol,Mumbai,Mahindra,XUV 300,1124000.0,2021,10000.0
53,Petrol+cng,Mumbai,Tata,Tiago Revotron,716000.0,2022,27000.0
54,Petrol,Mumbai,Toyota,Etios Liva,276000.0,2011,51000.0
55,Diesel,Mumbai,Maruti,Suzuki Vitara,799000.0,2018,38000.0
56,Petrol,Mumbai,Mahindra,KUV100 NXT,529000.0,2019,28000.0
57,Petrol,Mumbai,Hyundai,Grand i10,412000.0,2015,59000.0
58,Petrol+cng,Mumbai,Maruti,Suzuki Ertiga,599000.0,2013,58000.0
59,Petrol,Mumbai,Maruti,Suzuki Wagon,445000.0,2018,29000.0
60,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,359000.0,2014,31000.0
61,Petrol,Mumbai,Hyundai,Fluidic Verna,574000.0,2016,85000.0
63,Petrol,Mumbai,Mercedes-Benz,CLA 200,1990000.0,2016,25000.0
65,Petrol,Mumbai,Maruti,Suzuki Swift,729000.0,2022,30000.0
66,Petrol,Mumbai,Renault,Kwid RXT,429000.0,2020,3000.0
67,Petrol,Mumbai,MG,Motors Hector,1442000.0,2020,15000.0
68,Petrol,Mumbai,Renault,Kiger RXT,678000.0,2022,5000.0
69,Petrol,Mumbai,Hyundai,Creta,1037000.0,2017,62000.0
70,Petrol,Mumbai,Hyundai,Creta,1149000.0,2018,18000.0
71,Petrol,Mumbai,Toyota,Glanza G,849000.0,2022,8000.0
72,Petrol,Mumbai,Honda,City VX,827000.0,2017,17000.0
73,Diesel,Mumbai,Hyundai,Verna SX,1326000.0,2021,36000.0
74,Diesel,Mumbai,Hyundai,Creta,1018000.0,2017,105000.0
75,Petrol,Mumbai,Hyundai,Creta,967000.0,2017,74000.0
76,Petrol,Mumbai,Volkswagen,Polo Highline1.2L,463000.0,2015,126000.0
77,Petrol,Mumbai,Hyundai,i10 Sportz,296000.0,2013,25000.0
78,Petrol,Mumbai,Tata,Nexon XM,620000.0,2018,65000.0
79,Petrol,Mumbai,Hyundai,Elantra,784000.0,2016,74000.0
80,Diesel,Mumbai,Maruti,Suzuki Vitara,799000.0,2018,56000.0
81,Petrol,Mumbai,Skoda,Octavia Elegance,733000.0,2014,78000.0
82,Petrol,Mumbai,Mercedes-Benz,C-Class C200,1990000.0,2015,48000.0
84,Petrol,Mumbai,Hyundai,Creta,874000.0,2016,42000.0
85,Petrol,Mumbai,Hyundai,Elite i20,611000.0,2018,11000.0
86,Petrol,Mumbai,Renault,Kwid,362000.0,2017,34000.0
87,Petrol,Mumbai,Honda,City ZX,1421000.0,2022,24000.0
88,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,555000.0,2019,29000.0
89,Petrol,Mumbai,Hyundai,New i20,913000.0,2020,12000.0
90,Diesel,Mumbai,Maruti,Suzuki Ciaz,793000.0,2017,31000.0
91,Diesel,Mumbai,Hyundai,Creta,1277000.0,2018,88000.0
92,Diesel,Mumbai,Maruti,Suzuki Ciaz,638000.0,2016,62000.0
93,Petrol,Mumbai,Maruti,Suzuki Swift,589000.0,2018,57000.0
94,Petrol,Mumbai,Hyundai,Neo Fluidic,699000.0,2015,52000.0
95,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,293000.0,2013,92000.0
96,Petrol,Mumbai,Hyundai,i10 Magna,210000.0,2012,103000.0
97,Petrol,Mumbai,Maruti,Suzuki Swift,325000.0,2011,59000.0
98,Petrol,Mumbai,Tata,Altroz XT,659000.0,2020,14000.0
99,Diesel,Mumbai,Toyota,Etios GD,480000.0,2014,71000.0
100,Petrol,Mumbai,Skoda,Octavia Style,1270000.0,2017,29000.0
101,Diesel,Mumbai,Volkswagen,Vento Highline,575000.0,2016,114000.0
102,Petrol,Mumbai,Audi,Q3 30,2050000.0,2017,26000.0
104,Petrol,Mumbai,Maruti,Suzuki Ciaz,831000.0,2018,21000.0
105,Diesel,Mumbai,Hyundai,Verna,839000.0,2017,68000.0
106,Petrol,Mumbai,Tata,Altroz XZ,711000.0,2020,16000.0
107,Petrol,Mumbai,Tata,Altroz XZ,679000.0,2020,45000.0
108,Petrol,Mumbai,Hyundai,Venue SX,1067000.0,2019,19000.0
109,Petrol,Mumbai,Hyundai,Xcent SX,599000.0,2019,26000.0
110,Petrol,Mumbai,Renault,Kwid RXT,413000.0,2021,36000.0
111,Petrol,Mumbai,Maruti,Suzuki Alto,415000.0,2022,10000.0
112,Petrol,Mumbai,Hyundai,Venue SX,1058000.0,2019,22000.0
113,Diesel,Mumbai,Mahindra,Marazzo M6,1003000.0,2019,15000.0
114,Petrol,Mumbai,Maruti,Suzuki Swift,618000.0,2018,54000.0
115,Petrol,Mumbai,Hyundai,Elite i20,519000.0,2015,37000.0
116,Petrol,Mumbai,Volkswagen,Polo Highline1.2L,469000.0,2015,57000.0
117,Diesel,Mumbai,Volkswagen,Polo Comfortline,357000.0,2012,86000.0
118,Petrol,Mumbai,Hyundai,Verna Fluidic,478000.0,2014,86000.0
119,Petrol,Mumbai,Hyundai,Neo Fluidic,551000.0,2013,67000.0
120,Petrol,Mumbai,Maruti,Suzuki Ignis,499000.0,2018,91000.0
121,Petrol,Mumbai,Maruti,Suzuki Ciaz,679000.0,2018,48000.0
122,Diesel,Mumbai,Mahindra,Marazzo M6,896000.0,2018,52000.0
123,Petrol,Mumbai,Hyundai,Elite i20,541000.0,2016,50000.0
124,Diesel,Mumbai,Mahindra,Xylo D4,580000.0,2019,31000.0
125,Petrol+cng,Mumbai,Tata,Tigor Revotron,799000.0,2022,25000.0
126,Petrol,Mumbai,Maruti,Suzuki Celerio,582000.0,2021,10000.0
127,Petrol,Mumbai,Volkswagen,Ameo Comfortline,457000.0,2016,33000.0
128,Petrol+cng,Mumbai,Tata,Tigor Revotron,829000.0,2022,8000.0
129,Petrol,Mumbai,Honda,Amaze,830000.0,2021,24000.0
130,Petrol,Mumbai,Maruti,Suzuki Baleno,710000.0,2020,36000.0
131,Diesel,Mumbai,Volkswagen,Vento Comfortline,698000.0,2017,51000.0
132,Petrol+cng,Mumbai,Maruti,Suzuki Eeco,576000.0,2020,26000.0
133,Petrol,Mumbai,Hyundai,i20 Sportz,283000.0,2011,106000.0
134,Petrol,Mumbai,Maruti,Suzuki Ciaz,575000.0,2018,58000.0
135,Petrol+cng,Mumbai,Hyundai,Elite i20,573000.0,2017,35000.0
136,Petrol+cng,Mumbai,Hyundai,Grand i10,639000.0,2021,20000.0
137,Petrol,Mumbai,Skoda,Fabia Ambition,402000.0,2013,58000.0
138,Petrol,Mumbai,Nissan,Micra XV,367000.0,2016,22000.0
139,Petrol,Mumbai,Ford,Figo Aspire,510000.0,2019,34000.0
140,Petrol,Mumbai,Honda,City VX,596000.0,2016,99000.0
141,Petrol,Mumbai,Jeep,Compass Limited,1825000.0,2020,39000.0
142,Petrol,Mumbai,Volkswagen,Tiguan AllSpace,2539000.0,2019,29000.0
143,Petrol,Mumbai,Maruti,Suzuki Celerio,367000.0,2016,45000.0
144,Diesel,Mumbai,Maruti,Suzuki Baleno,776000.0,2019,31000.0
145,Petrol,Mumbai,Ford,EcoSport Titanium,812000.0,2018,17000.0
146,Petrol,Mumbai,Skoda,Slavia Style,1788000.0,2022,7000.0
147,Diesel,Mumbai,Hyundai,Creta,1040000.0,2016,62000.0
148,Petrol,Mumbai,Honda,WR-V VX,737000.0,2018,16000.0
149,Petrol,Mumbai,Maruti,Suzuki Dzire,689000.0,2021,30000.0
150,Petrol,Mumbai,Hyundai,Venue S+,849000.0,2021,18000.0
151,Petrol,Mumbai,Datsun,GO T,387000.0,2019,8000.0
152,Petrol+cng,Mumbai,Hyundai,Aura S,699000.0,2021,30000.0
153,Petrol,Mumbai,Maruti,Suzuki Swift,568000.0,2016,19000.0
154,Petrol,Mumbai,Hyundai,Elite i20,545000.0,2018,63000.0
155,Petrol,Mumbai,Volkswagen,Polo Highline1.2L,490000.0,2015,66000.0
156,Petrol+cng,Mumbai,Maruti,Suzuki Ertiga,635000.0,2014,32000.0
157,Petrol,Mumbai,Honda,City VX,649000.0,2015,56000.0
158,Petrol,Mumbai,Hyundai,Grand i10,454000.0,2014,22000.0
159,Petrol,Mumbai,Skoda,Fabia Ambiente,210000.0,2011,100000.0
160,Petrol,Mumbai,Hyundai,Grand i10,462000.0,2015,34000.0
161,Petrol,Mumbai,Jeep,Compass Limited,2385000.0,2021,22000.0
162,Petrol,Mumbai,Hyundai,Creta,721000.0,2017,67000.0
163,Petrol,Mumbai,Nissan,Magnite XV,1019000.0,2022,20000.0
164,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,664000.0,2022,3000.0
165,Petrol,Mumbai,Maruti,Suzuki Ignis,687000.0,2021,18000.0
166,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,658000.0,2022,16000.0
167,Petrol,Mumbai,Tata,Nexon XZA,814000.0,2018,30000.0
168,Petrol,Mumbai,Nissan,Magnite XV,952000.0,2021,15000.0
169,Petrol,Mumbai,Toyota,Yaris V,777000.0,2018,24000.0
170,Petrol,Mumbai,Hyundai,Creta,935000.0,2019,25000.0
171,Petrol,Mumbai,Maruti,Suzuki Baleno,622000.0,2019,34000.0
172,Diesel,Mumbai,Kia,Sonet GTX,1315000.0,2020,39000.0
173,Petrol,Mumbai,Hyundai,Neo Fluidic,579000.0,2013,51000.0
174,Petrol,Mumbai,Honda,City VX,729000.0,2016,41000.0
175,Petrol,Mumbai,Hyundai,Elite i20,499000.0,2015,27000.0
176,Diesel,Mumbai,Toyota,Etios VX,493000.0,2014,80000.0
177,Petrol,Mumbai,Jeep,Compass Limited,2295000.0,2021,15000.0
178,Petrol+cng,Mumbai,Maruti,Suzuki Celerio,403000.0,2018,117000.0
179,Petrol,Mumbai,Hyundai,Elite i20,466000.0,2015,26000.0
180,Petrol,Mumbai,Hyundai,i10 Sportz,199000.0,2011,90000.0
181,Diesel,Mumbai,Hyundai,Verna Fluidic,559000.0,2014,69000.0
182,Petrol,Mumbai,Datsun,Redi-GO A,349000.0,2021,500.0
183,Petrol,Mumbai,Honda,City V,810000.0,2019,39000.0
184,Petrol,Mumbai,Tata,Nexon XM,798000.0,2020,13000.0
185,Petrol,Mumbai,Tata,Tiago Revotron,458000.0,2017,5000.0
186,Petrol,Mumbai,Maruti,Suzuki S-Presso,418000.0,2020,21000.0
187,Petrol,Mumbai,Maruti,Suzuki Ignis,499000.0,2017,66000.0
188,Petrol,Mumbai,Hyundai,Creta,1128000.0,2018,70000.0
189,Petrol,Mumbai,Maruti,Suzuki Ciaz,812000.0,2018,57000.0
190,Petrol,Mumbai,Hyundai,Fluidic Verna,674000.0,2016,33000.0
191,Petrol,Mumbai,Hyundai,Grand i10,436000.0,2016,38000.0
192,Petrol,Mumbai,Maruti,Suzuki Dzire,826000.0,2022,27000.0
193,Petrol,Mumbai,Renault,Kiger RXZ,823000.0,2021,10000.0
194,Diesel,Mumbai,Volkswagen,Jetta Highline,624000.0,2014,86000.0
195,Petrol+cng,Mumbai,Hyundai,Grand i10,499000.0,2019,73000.0
196,Petrol,Mumbai,Honda,CR-V 2.4L,879000.0,2015,94000.0
197,Petrol,Mumbai,Hyundai,i20 Active,435000.0,2015,103000.0
198,Petrol,Mumbai,Hyundai,Verna Fluidic,508000.0,2014,51000.0
199,Petrol,Mumbai,Maruti,Suzuki Ertiga,577000.0,2014,53000.0
200,Petrol,Mumbai,Hyundai,Grand i10,419000.0,2014,68000.0
201,Petrol,Mumbai,Maruti,Suzuki Baleno,546000.0,2017,95000.0
202,Petrol,Mumbai,Hyundai,New i20,910000.0,2021,21000.0
203,Petrol,Mumbai,Skoda,Kushaq Style,1399000.0,2022,11000.0
204,Petrol,Mumbai,Honda,Amaze,784000.0,2021,22000.0
205,Petrol,Mumbai,Maruti,Suzuki Swift,426000.0,2016,29000.0
206,Petrol,Mumbai,Hyundai,Creta SX+,1050000.0,2018,42000.0
207,Petrol,Mumbai,Honda,City SV,751000.0,2018,23000.0
208,Petrol,Mumbai,Kia,Seltos HTX,1434000.0,2020,9000.0
209,Petrol,Mumbai,Maruti,Suzuki Baleno,654000.0,2018,32000.0
210,Petrol,Mumbai,Skoda,Octavia Style,1177000.0,2016,35000.0
211,Petrol,Mumbai,Hyundai,Grand i10,685000.0,2022,24000.0
212,Petrol+cng,Mumbai,Maruti,Suzuki Celerio,576000.0,2022,15000.0
213,Petrol,Mumbai,Skoda,Kushaq Ambition,1198000.0,2022,15000.0
214,Petrol,Mumbai,Hyundai,Elite i20,545000.0,2015,70000.0
215,Petrol,Mumbai,Hyundai,Elite i20,511000.0,2015,38000.0
216,Petrol,Mumbai,Hyundai,Elite i20,574000.0,2017,63000.0
217,Petrol,Mumbai,Honda,Amaze 1.2L,413000.0,2015,51000.0
218,Petrol,Mumbai,Tata,Altroz XZ,644000.0,2020,58000.0
219,Petrol,Mumbai,Hyundai,Verna Fluidic,676000.0,2015,23000.0
220,Petrol,Mumbai,Maruti,Suzuki Swift,269000.0,2009,20000.0
221,Petrol,Mumbai,Hyundai,i10 Sportz,411000.0,2016,19000.0
222,Petrol,Mumbai,Skoda,Octavia Style,1593000.0,2019,27000.0
223,Petrol,Mumbai,Skoda,Octavia Style,1510000.0,2019,42000.0
224,Petrol,Mumbai,Toyota,Etios V,541000.0,2017,52000.0
225,Petrol,Mumbai,Honda,Jazz ZX,859000.0,2020,19000.0
226,Diesel,Mumbai,Hyundai,Creta,1218000.0,2019,58000.0
227,Petrol,Mumbai,Honda,WR-V VX,734000.0,2019,31000.0
228,Petrol,Mumbai,Honda,WR-V VX,713000.0,2018,19000.0
229,Petrol,Mumbai,Maruti,Suzuki Baleno,629000.0,2019,19000.0
230,Petrol,Mumbai,Volkswagen,Ameo,575000.0,2019,12000.0
231,Petrol,Mumbai,Hyundai,Venue SX,1068000.0,2019,12000.0
232,Petrol,Mumbai,Hyundai,Verna,1039000.0,2019,15000.0
233,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,628000.0,2022,9000.0
234,Petrol,Mumbai,Hyundai,Grand i10,349000.0,2015,36000.0
235,Petrol,Mumbai,Hyundai,Grand i10,418000.0,2015,29000.0
236,Petrol+cng,Mumbai,Maruti,Suzuki Ertiga,750000.0,2016,65000.0
237,Petrol,Mumbai,Maruti,Suzuki Dzire,690000.0,2018,41000.0
238,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,513000.0,2019,79000.0
239,Diesel,Mumbai,Mahindra,XUV500 W6,784000.0,2016,119000.0
240,Petrol,Mumbai,Maruti,Suzuki Swift,354000.0,2013,46000.0
241,Petrol,Mumbai,Nissan,Micra Active,394000.0,2016,23000.0
242,Petrol,Mumbai,Hyundai,Grand i10,641000.0,2020,15000.0
243,Diesel,Mumbai,Hyundai,Creta,1034000.0,2017,59000.0
244,Diesel,Mumbai,Maruti,Suzuki S-Cross,671000.0,2016,50000.0
245,Diesel,Mumbai,Maruti,Suzuki Vitara,917000.0,2018,31000.0
246,Petrol,Mumbai,Hyundai,Verna,910000.0,2018,23000.0
247,Petrol,Mumbai,Hyundai,Elite i20,610000.0,2017,47000.0
248,Petrol,Mumbai,Tata,Nexon XZ,913000.0,2021,18000.0
249,Petrol,Mumbai,Hyundai,Creta,1269000.0,2019,34000.0
250,Petrol,Mumbai,Honda,City V,1195000.0,2021,15000.0
251,Petrol,Mumbai,Maruti,Suzuki Baleno,635000.0,2017,26000.0
252,Petrol+cng,Mumbai,Maruti,Suzuki Ertiga,882000.0,2018,38000.0
253,Petrol,Mumbai,Hyundai,Grand i10,512000.0,2017,13000.0
254,Petrol,Mumbai,Hyundai,i10 Sportz,226000.0,2010,59000.0
255,Petrol,Mumbai,Maruti,Suzuki Baleno,529000.0,2016,80000.0
256,Petrol,Mumbai,Maruti,Suzuki Baleno,553000.0,2015,39000.0
257,Petrol,Mumbai,Hyundai,Grand i10,439000.0,2014,41000.0
258,Diesel,Mumbai,Ford,Figo Aspire,661000.0,2019,54000.0
259,Petrol,Mumbai,Volkswagen,Polo Trendline,514000.0,2018,20000.0
260,Petrol,Mumbai,Hyundai,Creta,810000.0,2016,84000.0
261,Petrol,Mumbai,Maruti,Suzuki Baleno,784000.0,2021,56000.0
262,Diesel,Mumbai,Hyundai,Creta,1297000.0,2018,67000.0
263,Petrol,Mumbai,Hyundai,Grand i10,530000.0,2017,57000.0
264,Diesel,Mumbai,Hyundai,Creta,884000.0,2016,65000.0
265,Petrol,Mumbai,Maruti,Suzuki Ciaz,624000.0,2016,63000.0
266,Petrol,Mumbai,Hyundai,Creta,777000.0,2016,62000.0
267,Petrol,Mumbai,Tata,Nexon XZA,998000.0,2020,58000.0
268,Petrol,Mumbai,Skoda,Rapid New,838000.0,2021,19000.0
269,Petrol,Mumbai,Hyundai,Grand i10,414000.0,2016,41000.0
270,Petrol,Mumbai,Hyundai,Elite i20,554000.0,2016,24000.0
271,Petrol,Mumbai,Hyundai,Verna,795000.0,2017,38000.0
272,Petrol,Mumbai,Hyundai,Grand i10,509000.0,2017,14000.0
273,Petrol,Mumbai,Hyundai,Venue SX,1012000.0,2019,23000.0
274,Petrol,Mumbai,Hyundai,Grand i10,396000.0,2016,49000.0
275,Petrol,Mumbai,Hyundai,Elite i20,467000.0,2017,40000.0
276,Petrol,Mumbai,Maruti,Suzuki Baleno,890000.0,2022,3000.0
277,Petrol,Mumbai,Renault,Kwid CLIMBER,540000.0,2021,8000.0
278,Petrol,Mumbai,Hyundai,Verna,869000.0,2019,109000.0
279,Diesel,Mumbai,Maruti,Suzuki Baleno,578000.0,2018,120000.0
280,Petrol,Mumbai,Hyundai,Elite i20,558000.0,2015,28000.0
281,Petrol,Mumbai,Renault,Kwid,340000.0,2018,58000.0
282,Petrol,Mumbai,Maruti,Suzuki Alto,354000.0,2019,17000.0
283,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,687000.0,2023,7000.0
284,Petrol,Mumbai,Honda,City VX,879000.0,2018,15000.0
285,Petrol,Mumbai,Maruti,Suzuki Swift,697000.0,2022,7000.0
286,Petrol,Mumbai,Hyundai,i20 N,1136000.0,2021,10000.0
287,Petrol,Mumbai,Hyundai,Elite i20,591000.0,2017,14000.0
288,Petrol,Mumbai,Tata,Nexon XM,835000.0,2022,9000.0
289,Petrol,Mumbai,Toyota,Yaris G,767000.0,2020,25000.0
290,Petrol,Mumbai,Renault,Duster RXZ,1093000.0,2020,37000.0
291,Petrol,Mumbai,Hyundai,Creta,1099000.0,2018,12000.0
292,Petrol,Mumbai,Maruti,Suzuki Swift,779000.0,2021,25000.0
293,Petrol,Mumbai,Hyundai,Creta S,1349000.0,2022,21000.0
294,Diesel,Mumbai,Hyundai,Neo Fluidic,549000.0,2012,91000.0
295,Petrol,Mumbai,Maruti,Suzuki Baleno,535000.0,2016,47000.0
296,Petrol,Mumbai,Honda,Brio VX,339000.0,2014,60000.0
297,Petrol,Mumbai,Maruti,Suzuki Baleno,489000.0,2016,70000.0
298,Petrol,Mumbai,Maruti,Suzuki Swift,412000.0,2013,29000.0
299,Petrol,Mumbai,Maruti,Suzuki A-Star,168000.0,2009,74000.0
300,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,438000.0,2017,49000.0
301,Diesel,Mumbai,Tata,Nexon XZ,629000.0,2017,138000.0
302,Petrol,Mumbai,Volkswagen,Taigun Highline,1233000.0,2021,12000.0
303,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,579000.0,2021,24000.0
304,Petrol,Mumbai,Hyundai,Grand i10,428000.0,2016,29000.0
305,Petrol+cng,Mumbai,Hyundai,Grand i10,680000.0,2020,27000.0
306,Diesel,Mumbai,Honda,Amaze,810000.0,2019,25000.0
307,Petrol,Mumbai,Hyundai,Venue SX,970000.0,2019,18000.0
308,Petrol,Mumbai,Maruti,Suzuki Swift,734000.0,2020,33000.0
309,Petrol,Mumbai,Tata,Nexon XZA,1089000.0,2020,18000.0
310,Petrol,Mumbai,Maruti,Suzuki Ciaz,983000.0,2022,10000.0
311,Petrol,Mumbai,Hyundai,Grand i10,570000.0,2020,11000.0
312,Petrol,Mumbai,Hyundai,Creta,886000.0,2016,33000.0
313,Petrol,Mumbai,Maruti,Suzuki Swift,710000.0,2021,20000.0
314,Diesel,Mumbai,Maruti,Suzuki Ciaz,566000.0,2015,78000.0
315,Petrol,Mumbai,Hyundai,Elite i20,624000.0,2018,63000.0
316,Diesel,Mumbai,Hyundai,Creta,929000.0,2016,79000.0
317,Petrol,Mumbai,Hyundai,Elite i20,599000.0,2017,25000.0
318,Petrol,Mumbai,Skoda,Fabia Ambition,376000.0,2013,23000.0
319,Petrol,Mumbai,Hyundai,Grand i10,443000.0,2015,65000.0
320,Petrol,Mumbai,Hyundai,Neo Fluidic,699000.0,2015,62000.0
321,Petrol+cng,Mumbai,Hyundai,Grand i10,685000.0,2020,41000.0
322,Petrol,Mumbai,Maruti,Suzuki Ciaz,881000.0,2019,47000.0
323,Petrol,Mumbai,Maruti,Suzuki Wagon,449000.0,2016,49000.0
324,Diesel,Mumbai,MG,Motors Hector,1655000.0,2020,36000.0
325,Petrol,Mumbai,Hyundai,Grand i10,408000.0,2016,52000.0
326,Diesel,Mumbai,Hyundai,Creta,1199000.0,2017,55000.0
327,Petrol,Mumbai,Renault,Duster RXS,1059000.0,2021,11000.0
328,Petrol,Mumbai,Honda,City V,712000.0,2017,38000.0
329,Diesel,Mumbai,Kia,Seltos GTX,1789000.0,2020,19000.0
330,Petrol,Mumbai,Skoda,Slavia Style,1640000.0,2022,12000.0
331,Petrol,Mumbai,Hyundai,Grand i10,674000.0,2021,25000.0
332,Petrol,Mumbai,Hyundai,Creta,1042000.0,2017,41000.0
333,Petrol,Mumbai,Hyundai,Grand i10,480000.0,2016,18000.0
334,Petrol,Mumbai,Hyundai,Elite i20,519000.0,2015,26000.0
335,Petrol,Mumbai,Maruti,Suzuki Swift,410000.0,2013,26000.0
336,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,310000.0,2013,62000.0
337,Petrol,Mumbai,Skoda,Superb Elegance,801000.0,2015,39000.0
338,Diesel,Mumbai,Mahindra,Marazzo M8,862000.0,2018,72000.0
339,Petrol,Mumbai,Chevrolet,Beat LT,174000.0,2012,39000.0
340,Diesel,Mumbai,Hyundai,Elantra,842000.0,2016,96000.0
341,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,328000.0,2014,82000.0
342,Petrol,Mumbai,Renault,Kwid,519000.0,2022,8000.0
343,Petrol,Mumbai,Tata,Nexon XZA,998000.0,2021,9000.0
344,Petrol,Mumbai,Hyundai,Creta,1090000.0,2019,60000.0
345,Petrol,Mumbai,Hyundai,Elite i20,624000.0,2019,34000.0
346,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,432000.0,2018,58000.0
347,Petrol,Mumbai,Maruti,Suzuki Swift,810000.0,2022,26000.0
348,Petrol,Mumbai,Hyundai,Grand i10,477000.0,2016,33000.0
349,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,585000.0,2021,20000.0
350,Petrol,Mumbai,Maruti,Suzuki Baleno,910000.0,2022,25000.0
351,Diesel,Mumbai,Skoda,Rapid New,859000.0,2017,70000.0
352,Diesel,Mumbai,Skoda,Superb L&K,1844000.0,2017,51000.0
353,Petrol+cng,Mumbai,Maruti,Suzuki Wagon,449000.0,2017,33000.0
354,Petrol,Mumbai,Datsun,Redi-GO T(O),270000.0,2018,14000.0
355,Petrol+cng,Mumbai,Maruti,Suzuki Baleno,605000.0,2017,81000.0
356,Petrol,Mumbai,Honda,Amaze,545000.0,2018,32000.0
357,Petrol,Mumbai,Maruti,Suzuki Alto,269000.0,2014,20000.0
358,Petrol,Mumbai,Maruti,Suzuki Baleno,642000.0,2018,23000.0
359,Petrol,Mumbai,Hyundai,i20 Asta,349000.0,2011,28000.0
360,Petrol,Mumbai,Hyundai,Grand i10,484000.0,2018,14000.0
361,Petrol,Mumbai,Skoda,Fabia Classic,239000.0,2010,60000.0
362,Petrol,Mumbai,Hyundai,Aura SX,691000.0,2020,23000.0
