,Fuel Type,Location,CompanyName,ModelName,Price,Year,KilometersDriven
865,Petrol,Bangalore,Hyundai,Grand i10,447000.0,2014,68000.0
866,Diesel,Bangalore,Tata,Nexon XMA,1138000.0,2022,18000.0
867,Petrol,Bangalore,Hyundai,Grand i10,455000.0,2014,33000.0
868,Petrol,Bangalore,Volkswagen,Polo Comfortline,478000.0,2013,62000.0
869,Diesel,Bangalore,Hyundai,Verna Fluidic,540000.0,2012,97000.0
870,Petrol,Bangalore,Hyundai,Grand i10,450000.0,2014,68000.0
871,Petrol,Bangalore,Maruti,Suzuki Baleno,716000.0,2017,50000.0
872,Petrol,Bangalore,Hyundai,Grand i10,599000.0,2018,48000.0
873,Petrol,Bangalore,Toyota,Glanza S,819000.0,2022,9000.0
874,Petrol,Bangalore,Maruti,Suzuki Baleno,679000.0,2018,44000.0
875,Petrol,Bangalore,Hyundai,i10 Sportz,486000.0,2016,54000.0
876,Petrol,Bangalore,Renault,Kwid RXT,399000.0,2018,34000.0
877,Petrol,Bangalore,Hyundai,Venue SX,1097000.0,2020,51000.0
878,Petrol,Bangalore,Maruti,Suzuki Wagon,574000.0,2021,27000.0
879,Petrol,Bangalore,Maruti,Suzuki Baleno,757000.0,2018,31000.0
880,Petrol,Bangalore,Maruti,Suzuki Alto,453000.0,2019,7000.0
881,Diesel,Bangalore,Ford,EcoSport Titanium,585000.0,2014,55000.0
882,Petrol,Bangalore,Maruti,Suzuki Wagon,540000.0,2018,16000.0
883,Diesel,Bangalore,Tata,Nexon XZ,934000.0,2020,112000.0
884,Petrol,Bangalore,Honda,WR-V VX,710000.0,2017,112000.0
885,Petrol,Bangalore,Skoda,Fabia Ambiente,282000.0,2011,109000.0
886,Petrol,Bangalore,Maruti,Suzuki Wagon,275000.0,2010,103000.0
887,Petrol,Bangalore,Honda,Amaze,474000.0,2014,40000.0
888,Petrol,Bangalore,Maruti,Suzuki Wagon,244000.0,2010,128000.0
889,Petrol,Bangalore,Maruti,Suzuki Swift,810000.0,2021,7000.0
890,Petrol,Bangalore,Renault,Kiger RXZ,809000.0,2021,20000.0
891,Petrol,Bangalore,Hyundai,Grand i10,682000.0,2021,31000.0
892,Petrol,Bangalore,Maruti,Suzuki Baleno,665000.0,2016,24000.0
893,Petrol,Bangalore,Renault,Triber RXZ,756000.0,2021,16000.0
894,Petrol,Bangalore,Hyundai,Verna,917000.0,2018,57000.0
895,Petrol,Bangalore,Kia,Seltos GTX,1681000.0,2020,49000.0
896,Petrol,Bangalore,Maruti,Suzuki Alto,507000.0,2022,3000.0
897,Diesel,Bangalore,Kia,Sonet HTK,1029000.0,2022,15000.0
898,Petrol,Bangalore,Maruti,Suzuki Alto,388000.0,2019,45000.0
899,Petrol,Bangalore,Maruti,Suzuki Baleno,749000.0,2019,43000.0
900,Petrol,Bangalore,Hyundai,Venue SX,1115000.0,2019,32000.0
901,Petrol,Bangalore,Hyundai,Santro Xing,299000.0,2014,78000.0
902,Petrol,Bangalore,Maruti,Suzuki Ignis,592000.0,2018,94000.0
903,Diesel,Bangalore,Volkswagen,Vento Highline,945000.0,2019,82000.0
904,Diesel,Bangalore,Maruti,Suzuki Ciaz,724000.0,2017,85000.0
905,Petrol,Bangalore,Hyundai,Elite i20,570000.0,2015,65000.0
906,Petrol,Bangalore,Tata,Nexon XZA,978000.0,2018,28000.0
907,Diesel,Bangalore,Hyundai,Creta,799000.0,2016,133000.0
908,Petrol,Bangalore,Maruti,Suzuki Ciaz,592000.0,2017,109000.0
909,Petrol,Bangalore,Ford,Figo Duratec,236000.0,2012,56000.0
910,Petrol,Bangalore,Maruti,Suzuki Wagon,256000.0,2010,81000.0
911,Petrol,Bangalore,Toyota,Glanza G,929000.0,2022,12000.0
912,Petrol,Bangalore,Ford,Figo Titanium,532000.0,2018,32000.0
913,Petrol,Bangalore,Hyundai,Grand i10,623000.0,2018,13000.0
914,Petrol,Bangalore,Hyundai,Grand i10,611000.0,2018,32000.0
915,Petrol,Bangalore,Hyundai,Grand i10,645000.0,2019,13000.0
916,Petrol,Bangalore,Honda,BR-V V,1080000.0,2018,34000.0
917,Petrol,Bangalore,Kia,Seltos GTX,1662000.0,2019,34000.0
918,Petrol,Bangalore,Volkswagen,Polo Highline1.2L,684000.0,2016,32000.0
919,Petrol,Bangalore,Kia,Seltos GTX,1642000.0,2019,46000.0
920,Petrol,Bangalore,Ford,EcoSport Titanium,1090000.0,2020,21000.0
921,Diesel,Bangalore,Renault,Duster 110,660000.0,2016,121000.0
922,Petrol,Bangalore,Honda,Jazz V,576000.0,2017,131000.0
923,Diesel,Bangalore,Renault,Scala RxL,483000.0,2015,84000.0
924,Diesel,Bangalore,Maruti,Suzuki Swift,691000.0,2018,139000.0
925,Diesel,Bangalore,Tata,Nexon XZA,796000.0,2018,120000.0
926,Petrol,Bangalore,Toyota,Yaris J,874000.0,2021,18000.0
927,Petrol,Bangalore,Hyundai,Grand i10,460000.0,2015,100000.0
928,Petrol,Bangalore,Renault,Captur RXT,628000.0,2018,74000.0
929,Diesel,Bangalore,Maruti,Suzuki Swift,679000.0,2018,90000.0
930,Diesel,Bangalore,Maruti,Suzuki Swift,650000.0,2018,112000.0
931,Petrol,Bangalore,Hyundai,Grand i10,595000.0,2017,28000.0
932,Petrol,Bangalore,Hyundai,Grand i10,548000.0,2017,26000.0
933,Petrol,Bangalore,Kia,Seltos HTX,1550000.0,2022,15000.0
934,Petrol,Bangalore,Renault,Kwid,534000.0,2020,18000.0
935,Petrol,Bangalore,Hyundai,i10 Sportz,511000.0,2016,22000.0
936,Petrol,Bangalore,Tata,Nexon XZ,910000.0,2019,17000.0
937,Diesel,Bangalore,Hyundai,Creta SX,2067000.0,2022,28000.0
938,Diesel,Bangalore,Volkswagen,Polo Highline,914000.0,2019,34000.0
939,Petrol,Bangalore,Renault,Triber RXZ,799000.0,2022,10000.0
940,Petrol,Bangalore,Hyundai,Venue S,1032000.0,2021,10000.0
941,Diesel,Bangalore,Renault,Duster 110,667000.0,2016,140000.0
942,Diesel,Bangalore,Tata,Zest XMS,464000.0,2017,147000.0
943,Petrol,Bangalore,Kia,Seltos HTX,1275000.0,2020,30000.0
944,Diesel,Bangalore,Renault,Duster 110,493000.0,2013,133000.0
945,Petrol,Bangalore,Skoda,Superb Elegance,1324000.0,2015,15000.0
946,Diesel,Bangalore,Tata,Nexon XZ,802000.0,2018,148000.0
947,Petrol,Bangalore,Hyundai,Verna Fluidic,420000.0,2011,49000.0
948,Diesel,Bangalore,Tata,Nexon XZA,791000.0,2018,106000.0
949,Petrol,Bangalore,Maruti,Suzuki Swift,313000.0,2009,85000.0
950,Diesel,Bangalore,Maruti,Suzuki S-Cross,707000.0,2017,140000.0
951,Diesel,Bangalore,Ford,EcoSport Titanium,987000.0,2020,33000.0
952,Petrol,Bangalore,Maruti,Suzuki Alto,342000.0,2018,17000.0
953,Petrol,Bangalore,Hyundai,Grand i10,599000.0,2017,53000.0
954,Petrol,Bangalore,Hyundai,Eon Magna,387000.0,2017,34000.0
955,Petrol,Bangalore,Chevrolet,Beat LT,332000.0,2016,39000.0
956,Petrol,Bangalore,Hyundai,Creta,953000.0,2016,68000.0
957,Petrol,Bangalore,Nissan,Magnite XV,1085000.0,2022,10000.0
958,Petrol,Bangalore,Hyundai,i10 Sportz,499000.0,2016,36000.0
959,Petrol,Bangalore,Nissan,Sunny XV,749000.0,2018,7000.0
960,Petrol,Bangalore,Toyota,Glanza E,709000.0,2022,15000.0
961,Diesel,Bangalore,Maruti,Suzuki S-Cross,669000.0,2016,122000.0
962,Petrol,Bangalore,Datsun,GO D,274000.0,2017,33000.0
963,Petrol,Bangalore,Maruti,Suzuki Baleno,619000.0,2018,105000.0
964,Petrol,Bangalore,Hyundai,Santro Xing,205000.0,2010,70000.0
965,Diesel,Bangalore,Nissan,Sunny XL,671000.0,2016,121000.0
966,Diesel,Bangalore,Maruti,Suzuki Swift,345000.0,2010,118000.0
967,Petrol,Bangalore,Hyundai,Creta,919000.0,2016,79000.0
968,Petrol,Bangalore,Nissan,Micra XV,455000.0,2017,36000.0
969,Petrol,Bangalore,Hyundai,i20 Magna,332000.0,2010,48000.0
970,Petrol,Bangalore,Datsun,Redi-GO D,280000.0,2018,31000.0
971,Petrol,Bangalore,Maruti,Suzuki Baleno,718000.0,2018,53000.0
972,Petrol,Bangalore,Maruti,Suzuki Swift,789000.0,2022,16000.0
973,Petrol,Bangalore,Maruti,Suzuki Baleno,610000.0,2015,61000.0
974,Petrol,Bangalore,Maruti,Suzuki Ciaz,935000.0,2022,17000.0
975,Petrol,Bangalore,Maruti,Suzuki Baleno,720000.0,2017,50000.0
976,Petrol,Bangalore,Renault,Duster RXZ,932000.0,2021,89000.0
977,Petrol,Bangalore,Skoda,Slavia Style,1877000.0,2022,3000.0
978,Diesel,Bangalore,Renault,Duster 110,856000.0,2017,40000.0
979,Petrol,Bangalore,Honda,Jazz ZX,903000.0,2022,15000.0
980,Petrol,Bangalore,Kia,Seltos GTX,1354000.0,2019,48000.0
981,Diesel,Bangalore,Nissan,Sunny XV,515000.0,2014,141000.0
982,Diesel,Bangalore,Hyundai,Grand i10,531000.0,2018,128000.0
983,Petrol,Bangalore,Maruti,Suzuki Swift,684000.0,2020,85000.0
984,Petrol+cng,Bangalore,Renault,Triber RXZ,630000.0,2019,28000.0
985,Diesel,Bangalore,Renault,Duster 110,809000.0,2017,91000.0
986,Diesel,Bangalore,Tata,Zest XT,610000.0,2018,83000.0
987,Petrol,Bangalore,Nissan,Micra XV,359000.0,2014,102000.0
988,Petrol,Bangalore,Hyundai,Grand i10,474000.0,2014,70000.0
989,Petrol,Bangalore,Maruti,Suzuki Baleno,640000.0,2017,57000.0
990,Petrol,Bangalore,Kia,Seltos HTX,13000.0,2020,30000.0
991,Petrol,Bangalore,Volkswagen,Virtus Highline,1520000.0,2022,4000.0
992,Petrol,Bangalore,Hyundai,Xcent SX,638000.0,2019,29000.0
993,Petrol,Bangalore,Honda,City ZX,1425000.0,2020,11000.0
994,Diesel,Bangalore,Ford,EcoSport Titanium,607000.0,2014,96000.0
995,Petrol,Bangalore,Honda,Jazz VX,782000.0,2020,21000.0
996,Diesel,Bangalore,Hyundai,Creta,1429000.0,2018,58000.0
997,Petrol,Bangalore,Renault,Kiger RXZ,791000.0,2022,34000.0
998,Diesel,Bangalore,Renault,Duster 110,879000.0,2017,57000.0
999,Petrol,Bangalore,Honda,City ZX,1287000.0,2021,47000.0
1000,Petrol,Bangalore,Hyundai,Creta,990000.0,2017,40000.0
1001,Petrol,Bangalore,Hyundai,i20 Sportz,422000.0,2011,45000.0
1002,Petrol,Bangalore,Hyundai,i20 Sportz,329000.0,2010,89000.0
1003,Petrol,Bangalore,Maruti,Suzuki Swift,390000.0,2012,62000.0
1004,Petrol,Bangalore,Hyundai,Eon Magna,310000.0,2012,72000.0
1005,Diesel,Bangalore,Ford,Freestyle Titanium,661000.0,2018,76000.0
1006,Petrol,Bangalore,Hyundai,Eon Era,262000.0,2014,43000.0
1007,Petrol,Bangalore,Maruti,Suzuki Celerio,442000.0,2015,52000.0
1008,Petrol,Bangalore,Honda,Brio VX,435000.0,2015,64000.0
1009,Petrol,Bangalore,Ford,Figo Duratec,299000.0,2013,57000.0
1010,Diesel,Bangalore,Honda,Amaze 1.5L,438000.0,2013,84000.0
1011,Petrol,Bangalore,Kia,Seltos GTX,1395000.0,2020,28000.0
1012,Petrol,Bangalore,Kia,Sonet HTX,1040000.0,2020,39000.0
1013,Petrol,Bangalore,Kia,Sonet HTX,1066000.0,2020,26000.0
1014,Petrol,Bangalore,Renault,Kwid RXL,330000.0,2017,56000.0
1015,Petrol,Bangalore,Renault,Triber RXZ,738000.0,2020,25000.0
1016,Petrol,Bangalore,Renault,Kwid CLIMBER,510000.0,2019,37000.0
1017,Diesel,Bangalore,Hyundai,Venue SX,1189000.0,2021,17000.0
1018,Petrol,Bangalore,Hyundai,Grand i10,531000.0,2017,56000.0
1019,Diesel,Bangalore,Kia,Sonet HTX,1349000.0,2022,17000.0
1020,Petrol,Bangalore,Ford,Figo Ambiente,445000.0,2016,40000.0
1021,Petrol,Bangalore,Honda,Brio VX,378000.0,2015,123000.0
1022,Petrol,Bangalore,Volkswagen,Ameo Highline1.2L,499000.0,2016,123000.0
1023,Petrol,Bangalore,Maruti,Suzuki Ritz,284000.0,2010,113000.0
1024,Petrol,Bangalore,Hyundai,i10 Sportz,314000.0,2010,52000.0
1025,Petrol,Bangalore,Renault,Kwid,469000.0,2019,43000.0
1026,Petrol,Bangalore,Maruti,Suzuki Celerio,492000.0,2016,36000.0
1027,Diesel,Bangalore,Maruti,Suzuki Swift,519000.0,2013,79000.0
1028,Petrol,Bangalore,Ford,Figo Ambiente,408000.0,2015,50000.0
1029,Petrol,Bangalore,Hyundai,i10 Sportz,463000.0,2016,37000.0
1030,Petrol,Bangalore,Maruti,Suzuki Ciaz,775000.0,2017,54000.0
1031,Petrol,Delhi,Maruti,Suzuki Baleno,576000.0,2016,46000.0
1032,Petrol,Delhi,Maruti,Suzuki Baleno,653000.0,2021,26000.0
1033,Petrol,Delhi,Hyundai,i10 Magna,239000.0,2012,46000.0
1034,Petrol,Delhi,Maruti,Suzuki Celerio,332000.0,2015,76000.0
1035,Petrol,Delhi,Hyundai,Grand i10,463000.0,2017,72000.0
1036,Diesel,Delhi,Maruti,Suzuki S-Cross,484000.0,2016,117000.0
1037,Petrol,Delhi,Hyundai,i10 Magna,189000.0,2010,70000.0
1038,Petrol,Delhi,Hyundai,i10 Asta,241000.0,2012,40000.0
1039,Petrol,Delhi,Ford,Figo Duratec,239000.0,2012,45000.0
1040,Petrol,Delhi,Toyota,Etios G,259000.0,2011,45000.0
1041,Petrol,Delhi,Kia,Sonet HTX,1052000.0,2021,17000.0
1042,Petrol,Delhi,Maruti,Suzuki Baleno,653000.0,2018,52000.0
1043,Petrol,Delhi,Hyundai,Venue S,809000.0,2021,8000.0
1044,Petrol,Delhi,Ford,EcoSport Titanium,727000.0,2019,61000.0
1045,Petrol,Delhi,Maruti,Suzuki Baleno,694000.0,2019,29000.0
1046,Petrol,Delhi,Nissan,Magnite XV,842000.0,2021,40000.0
1047,Petrol,Delhi,Hyundai,Aura SX,763000.0,2020,8000.0
1053,Petrol,Delhi,Renault,Kwid RXT,239000.0,2015,89000.0
1054,Petrol,Delhi,Maruti,Suzuki Wagon,249000.0,2011,43000.0
1055,Petrol,Delhi,Maruti,Suzuki Swift,346000.0,2013,40000.0
1056,Petrol,Delhi,Maruti,Suzuki Swift,236000.0,2011,124000.0
1057,Petrol,Delhi,Hyundai,Grand i10,389000.0,2014,32000.0
1058,Petrol,Delhi,Hyundai,Elite i20,458000.0,2015,76000.0
1059,Petrol+cng,Delhi,Hyundai,i10 Magna,259000.0,2012,66000.0
1060,Petrol,Delhi,Tata,Tiago Revotron,436000.0,2018,51000.0
1061,Petrol,Delhi,Nissan,Magnite XV,842000.0,2021,40000.0
1062,Petrol,Delhi,Hyundai,Aura SX,763000.0,2020,8000.0
1063,Petrol,Delhi,Kia,Sonet GTX,1265000.0,2021,13000.0
1064,Petrol,Delhi,Maruti,Suzuki Swift,590000.0,2018,38000.0
1065,Petrol,Delhi,Ford,EcoSport Titanium,888000.0,2019,35000.0
1066,Petrol,Delhi,Maruti,Suzuki S-Cross,730000.0,2020,70000.0
1067,Petrol,Delhi,Kia,Seltos GTX,1579000.0,2019,32000.0
1068,Petrol,Delhi,Hyundai,Elite i20,577000.0,2017,59000.0
1070,Petrol,Delhi,Mercedes-Benz,GLA 200,2525000.0,2016,23000.0
1071,Diesel,Delhi,BMW,3 Series,2450000.0,2017,30000.0
1072,Petrol,Delhi,Audi,A3 40,15000.0,2015,43000.0
1073,Petrol,Delhi,Maruti,Suzuki Swift,299000.0,2012,67000.0
1074,Petrol,Delhi,Hyundai,Elite i20,478000.0,2015,70000.0
1075,Petrol,Delhi,Maruti,Suzuki Swift,248000.0,2011,60000.0
1076,Petrol,Delhi,Honda,Amaze,591000.0,2018,24000.0
1077,Petrol,Delhi,Honda,Brio V,254000.0,2012,53000.0
1078,Petrol,Delhi,Hyundai,i10 Magna,179000.0,2010,72000.0
1079,Petrol,Delhi,Hyundai,i10 Sportz,249000.0,2011,63000.0
1080,Petrol,Delhi,Hyundai,i10 Magna,159000.0,2010,58000.0
1081,Petrol+cng,Delhi,Maruti,Suzuki Wagon,234000.0,2011,52000.0
1082,Petrol,Delhi,Maruti,Suzuki Ciaz,764000.0,2016,40000.0
1083,Petrol,Delhi,Hyundai,Venue SX,871000.0,2021,23000.0
1084,Petrol,Delhi,Renault,Kwid RXT,336000.0,2017,45000.0
1085,Petrol,Delhi,Tata,Nexon XZ,729000.0,2018,53000.0
1086,Petrol,Delhi,Maruti,Suzuki Swift,737000.0,2021,31000.0
1087,Petrol,Delhi,Kia,Sonet HTX,1228000.0,2022,30000.0
1088,Petrol,Delhi,Hyundai,Grand i10,414000.0,2016,37000.0
1089,Petrol,Delhi,Kia,Seltos HTX,1482000.0,2021,31000.0
1091,Diesel,Delhi,BMW,3 Series,2290000.0,2016,49000.0
1093,Petrol,Delhi,Hyundai,i20 Magna,299000.0,2012,67000.0
1094,Petrol,Delhi,Maruti,Suzuki Swift,410000.0,2015,67000.0
1095,Petrol,Delhi,Renault,Kwid,260000.0,2016,89000.0
1096,Petrol,Delhi,Maruti,Suzuki Wagon,345000.0,2015,17000.0
1097,Petrol,Delhi,Hyundai,Elite i20,461000.0,2016,102000.0
1098,Petrol,Delhi,Honda,Jazz VX,537000.0,2018,51000.0
1099,Petrol,Delhi,Honda,Amaze 1.2L,415000.0,2016,76000.0
1100,Petrol,Delhi,Maruti,Suzuki Swift,327000.0,2013,59000.0
1101,Petrol,Delhi,Maruti,Suzuki Wagon,229000.0,2011,33000.0
1102,Petrol,Delhi,Hyundai,Elite i20,567000.0,2016,27000.0
1103,Petrol,Delhi,Hyundai,Grand i10,689000.0,2022,5000.0
1104,Petrol,Delhi,Maruti,Suzuki Baleno,593000.0,2017,17000.0
1105,Petrol,Delhi,Maruti,Suzuki Baleno,667000.0,2019,31000.0
1106,Petrol,Delhi,Tata,Altroz XZ,810000.0,2021,23000.0
1107,Petrol,Delhi,Tata,Nexon XZ,665000.0,2018,29000.0
1108,Petrol,Delhi,Honda,WR-V VX,682000.0,2017,53000.0
1109,Diesel,Delhi,Tata,Nexon XZ,838000.0,2019,33000.0
1112,Petrol,Delhi,Jeep,Compass Limited,1425000.0,2017,41000.0
1113,Petrol,Delhi,Maruti,Suzuki Baleno,554000.0,2017,70000.0
1114,Diesel,Delhi,Maruti,Suzuki Swift,368000.0,2014,86000.0
1115,Petrol,Delhi,Ford,EcoSport Titanium,780000.0,2018,59000.0
1116,Diesel,Delhi,Mahindra,XUV 300,807000.0,2019,95000.0
1117,Petrol,Delhi,Honda,City S,315000.0,2011,26000.0
1118,Petrol+cng,Delhi,Hyundai,i10 Magna,194000.0,2009,59000.0
1119,Diesel,Delhi,Tata,Nexon XZA,946000.0,2020,78000.0
1120,Petrol,Delhi,Maruti,Suzuki Swift,337000.0,2012,34000.0
1121,Petrol,Delhi,Hyundai,Elite i20,554000.0,2017,79000.0
1122,Petrol,Delhi,Maruti,Suzuki Baleno,535000.0,2018,51000.0
1123,Petrol,Delhi,Tata,Zest XE,490000.0,2019,19000.0
1124,Petrol,Delhi,Maruti,Suzuki Ignis,423000.0,2017,22000.0
1125,Petrol,Delhi,Tata,Nexon XZ+,1038000.0,2022,16000.0
1126,Petrol,Delhi,Honda,City VX,1268000.0,2022,6000.0
1127,Petrol,Delhi,Hyundai,Creta,955000.0,2016,44000.0
1128,Diesel,Delhi,Maruti,Suzuki S-Cross,931000.0,2019,34000.0
1129,Diesel,Delhi,Tata,Tiago Revotorq,453000.0,2018,49000.0
1130,Petrol,Delhi,Maruti,Suzuki Baleno,575000.0,2017,40000.0
1131,Diesel,Delhi,Mercedes-Benz,C-Class C,2150000.0,2016,24000.0
1133,Petrol,Delhi,Honda,Amaze 1.2L,430000.0,2016,83000.0
1134,Petrol,Delhi,Ford,EcoSport Titanium,695000.0,2018,77000.0
1135,Diesel,Delhi,Maruti,Suzuki Swift,410000.0,2015,58000.0
1136,Petrol+cng,Delhi,Hyundai,i10 Magna,174000.0,2009,64000.0
1137,Petrol,Delhi,Maruti,Suzuki Swift,327000.0,2012,28000.0
1138,Petrol,Delhi,Maruti,Suzuki Swift,244000.0,2011,73000.0
1139,Petrol,Delhi,Maruti,Suzuki Ignis,529000.0,2017,54000.0
1140,Petrol,Delhi,Hyundai,i10 Magna,148000.0,2010,62000.0
1141,Petrol,Delhi,Hyundai,Grand i10,691000.0,2020,24000.0
1142,Petrol,Delhi,Maruti,Suzuki Swift,277000.0,2012,94000.0
1143,Petrol,Delhi,Maruti,Suzuki Swift,594000.0,2020,29000.0
1144,Petrol,Delhi,Honda,WR-V VX,756000.0,2018,19000.0
1145,Petrol,Delhi,Kia,Seltos HTX,1399000.0,2021,10000.0
1146,Petrol,Delhi,Maruti,Suzuki Baleno,734000.0,2021,19000.0
1147,Petrol,Delhi,Maruti,Suzuki Baleno,536000.0,2017,53000.0
1148,Diesel,Delhi,Tata,Nexon XZ,778000.0,2019,64000.0
1149,Petrol,Delhi,Kia,Sonet HTK,910000.0,2022,9000.0
1150,Petrol,Delhi,Nissan,Kicks XV,899000.0,2022,14000.0
1151,Petrol,Delhi,Audi,A3 35,24000.0,2019,30000.0
1153,Diesel,Delhi,Tata,Nexon XZ,785000.0,2018,48000.0
1154,Petrol,Delhi,Maruti,Suzuki Ertiga,546000.0,2013,69000.0
1155,Petrol,Delhi,Maruti,Suzuki Ritz,299000.0,2014,75000.0
1156,Diesel,Delhi,Ford,EcoSport Titanium,417000.0,2015,87000.0
1157,Petrol+cng,Delhi,Maruti,Suzuki Swift,334000.0,2014,55000.0
1158,Petrol+cng,Delhi,Maruti,Suzuki Swift,556000.0,2018,11000.0
1159,Petrol,Delhi,Maruti,Suzuki Baleno,622000.0,2019,56000.0
1160,Petrol,Delhi,Toyota,Etios Liva,315000.0,2013,67000.0
1161,Petrol,Delhi,Hyundai,i20 Magna,215000.0,2011,58000.0
1162,Petrol,Delhi,Maruti,Suzuki Swift,335000.0,2013,89000.0
1163,Petrol,Delhi,Hyundai,i10 Magna,179000.0,2010,70000.0
1164,Diesel,Delhi,Kia,Seltos HTX,1530000.0,2021,33000.0
1165,Petrol,Delhi,Maruti,Suzuki Swift,689000.0,2023,5000.0
1166,Petrol,Delhi,Hyundai,Aura S,647000.0,2021,19000.0
1167,Diesel,Delhi,Toyota,Innova Crysta,1921000.0,2018,45000.0
1168,Petrol,Delhi,Maruti,Suzuki Baleno,532000.0,2017,32000.0
1169,Petrol,Delhi,Ford,EcoSport Titanium,830000.0,2018,47000.0
1170,Petrol,Delhi,Renault,Triber RXL,554000.0,2020,20000.0
1171,Petrol,Delhi,Renault,Captur RXE,630000.0,2018,36000.0
1172,Diesel,Delhi,Audi,A3 35,2290000.0,2019,24000.0
1173,Petrol,Delhi,Maruti,Suzuki Swift,241000.0,2011,79000.0
1174,Petrol,Delhi,Honda,WR-V VX,722000.0,2019,68000.0
1175,Petrol,Delhi,Maruti,Suzuki Wagon,232000.0,2013,36000.0
1176,Petrol,Delhi,Toyota,Etios G,231000.0,2011,91000.0
1177,Petrol,Delhi,Hyundai,Grand i10,405000.0,2013,41000.0
1178,Petrol,Delhi,Hyundai,i10 Sportz,314000.0,2014,68000.0
1179,Petrol,Delhi,Maruti,Suzuki Eeco,489000.0,2020,4000.0
1180,Petrol,Delhi,Hyundai,i20 Magna,197000.0,2010,67000.0
1181,Petrol,Delhi,Maruti,Suzuki Baleno,638000.0,2019,55000.0
1182,Petrol,Delhi,Nissan,Sunny XV,544000.0,2017,70000.0
1183,Petrol,Delhi,Hyundai,Verna,922000.0,2018,42000.0
1184,Petrol,Delhi,Tata,Nexon XZ,694000.0,2018,43000.0
1185,Petrol,Delhi,Hyundai,Grand i10,647000.0,2020,5000.0
1186,Petrol,Delhi,Renault,Kwid RXT,370000.0,2019,15000.0
1187,Petrol,Delhi,Hyundai,Venue SX,1069000.0,2022,38000.0
1188,Diesel,Delhi,Renault,Duster 85,744000.0,2018,26000.0
1189,Petrol,Delhi,Honda,WR-V i-VTEC,925000.0,2022,18000.0
1190,Petrol,Delhi,Kia,Sonet GTX,1133000.0,2020,39000.0
1191,Petrol,Delhi,Tata,Nexon XZ,899000.0,2021,22000.0
1192,Petrol,Delhi,Jeep,Compass Limited,1450000.0,2018,34000.0
1193,Petrol,Delhi,Maruti,Suzuki Swift,293000.0,2012,72000.0
1194,Petrol,Delhi,Honda,City VX,561000.0,2014,88000.0
1195,Petrol,Delhi,Honda,Accord,646000.0,2013,64000.0
1196,Diesel,Delhi,Maruti,Suzuki Baleno,560000.0,2018,118000.0
1197,Petrol,Delhi,Hyundai,i10 Era,192000.0,2011,55000.0
1198,Petrol,Delhi,Hyundai,i10 Magna,227000.0,2011,49000.0
1199,Petrol,Delhi,Hyundai,i10 Magna,209000.0,2011,28000.0
1200,Petrol,Delhi,Maruti,Suzuki Swift,310000.0,2012,59000.0
1201,Diesel,Delhi,Skoda,Rapid New,685000.0,2018,129000.0
1202,Petrol,Delhi,Hyundai,Grand i10,359000.0,2014,60000.0
1203,Petrol,Delhi,Hyundai,i10 Magna,144000.0,2009,56000.0
1204,Petrol,Delhi,Mahindra,XUV 300,956000.0,2019,22000.0
1205,Petrol,Delhi,Maruti,Suzuki Swift,559000.0,2021,15000.0
1206,Petrol,Delhi,Skoda,Slavia Ambition,1276000.0,2022,6000.0
1207,Petrol,Delhi,Hyundai,Eon Era,347000.0,2018,3000.0
1208,Petrol,Delhi,Hyundai,Grand i10,499000.0,2017,20000.0
1209,Petrol,Delhi,Maruti,Suzuki Swift,678000.0,2022,9000.0
1210,Petrol,Delhi,Hyundai,Creta,1198000.0,2019,58000.0
1211,Diesel,Delhi,Toyota,Innova Crysta,1580000.0,2018,41000.0
1212,Petrol,Delhi,Hyundai,New i20,884000.0,2021,24000.0
1213,Diesel,Delhi,Hyundai,Verna,837000.0,2018,39000.0
1214,Petrol,Delhi,Datsun,GO T,326000.0,2017,26000.0
1215,Petrol,Delhi,Ford,EcoSport Titanium,599000.0,2017,46000.0
1216,Petrol,Delhi,Maruti,Suzuki Wagon,371000.0,2018,74000.0
1217,Petrol,Delhi,Hyundai,Grand i10,429000.0,2017,43000.0
1218,Petrol,Delhi,Hyundai,i10 Magna,299000.0,2013,38000.0
1219,Petrol,Delhi,Hyundai,Verna Fluidic,627000.0,2013,29000.0
1220,Petrol,Delhi,Maruti,Suzuki Swift,315000.0,2012,45000.0
1221,Petrol,Delhi,Renault,Kwid,364000.0,2019,27000.0
1222,Petrol,Delhi,Nissan,Micra Active,347000.0,2016,139000.0
1223,Petrol,Delhi,Volkswagen,Polo Highline1.2L,324000.0,2011,39000.0
1224,Petrol,Delhi,Hyundai,Venue SX,988000.0,2019,50000.0
1225,Petrol,Delhi,Maruti,Suzuki Swift,674000.0,2022,6000.0
1226,Petrol,Delhi,Renault,Kwid RXT,299000.0,2017,33000.0
1227,Petrol,Delhi,Hyundai,Venue SX,942000.0,2020,20000.0
1228,Petrol,Delhi,Renault,Kwid CLIMBER,460000.0,2021,10000.0
1229,Diesel,Delhi,Maruti,Suzuki S-Cross,749000.0,2018,62000.0
1230,Petrol,Delhi,Renault,Kwid RXT,343000.0,2019,17000.0
1231,Petrol,Delhi,Tata,Nexon XZ,1065000.0,2022,14000.0
1232,Diesel,Delhi,Mahindra,XUV500 W7,1105000.0,2018,68000.0
1233,Petrol,Delhi,Honda,Amaze,339000.0,2014,90000.0
