,CarName,Price,Year,KilometersDriven,Fuel Type,Location
76,Maruti Wagon R 1.0,"2,10,000",2011,"49,855 KM",CNG,"Vasant Kunj, New Delhi"
77,Hyundai i20 Active,"5,25,000",2017,"60,915 KM",PETROL,"GIP Mall, Noida, Delhi"
78,Maruti Baleno,"5,16,000",2019,"49,461 KM",PETROL,"Sector-18, Noida, Delhi"
79,Maruti Alto,"1,31,000",2011,"1,07,439 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
80,Honda Amaze,"6,47,000",2020,"38,872 KM",PETROL,"Sector-18, Noida, Delhi"
81,Volkswagen Vento,"8,46,000",2019,"52,858 KM",DIESEL,"Sector-18, Noida, Delhi"
82,Hyundai Xcent,"6,84,000",2018,"12,880 KM",PETROL,"Chhatarpur, Delhi"
83,Maruti Dzire,"6,31,000",2018,"21,912 KM",PETROL,"Sector-18, Noida, Delhi"
84,Honda City,"6,80,000",2016,"1,06,280 KM",CNG,"GIP Mall, Noida, Delhi"
85,Maruti Wagon R Stingray,"2,95,000",2013,"82,031 KM",PETROL,"Sector-18, Noida, Delhi"
86,Honda Amaze,"5,59,000",2018,"88,884 KM",DIESEL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
87,Maruti Zen Estilo,"1,84,000",2011,"94,270 KM",CNG,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
88,Honda City,"2,35,000",2010,"71,739 KM",PETROL,"Parsvnath City Mall, Faridabad, Delhi"
89,Renault TRIBER,"5,42,000",2021,"36,758 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
90,Maruti Alto 800,"1,98,000",2013,"76,659 KM",PETROL,"GIP Mall, Noida, Delhi"
91,Honda Amaze,"7,09,000",2022,"29,183 KM",PETROL,"GIP Mall, Noida, Delhi"
92,Honda City,"9,69,000",2019,"86,979 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
93,Honda WR-V,"6,30,000",2019,"68,714 KM",PETROL,"Sector-18, Noida, Delhi"
94,Hyundai Creta,"13,45,000",2020,"36,272 KM",DIESEL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
95,Tata Tiago,"4,78,000",2021,"39,232 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
96,Maruti Celerio,"4,11,000",2018,"1,06,848 KM",CNG,"Metro Walk, Rohini, New Delhi"
97,Renault Kwid,"2,45,000",2017,"67,522 KM",PETROL,"Metro Walk, Rohini, New Delhi"
98,Maruti IGNIS,"6,38,000",2020,"23,051 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
99,Maruti IGNIS,"4,73,000",2017,"61,305 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
100,Maruti Alto,"3,58,000",2020,"28,756 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
101,Nissan Micra Active,"3,10,000",2018,"58,866 KM",PETROL,"Sector-18, Noida, Delhi"
102,Maruti Wagon R 1.0,"2,34,000",2012,"50,979 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
103,KIA SELTOS,"13,08,000",2020,"99,403 KM",DIESEL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
104,Hyundai i20,"2,18,400",2010,"45,708 KM",PETROL,"Sector-18, Noida, Delhi"
105,Honda WR-V,"6,66,000",2017,"81,684 KM",PETROL,"Chhatarpur, Delhi"
106,Ford Ecosport,"7,82,000",2018,"30,047 KM",PETROL,"Sector-18, Noida, Delhi"
107,Maruti Ciaz,"6,54,000",2018,"44,210 KM",CNG,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
108,Hyundai Elite i20,"4,53,000",2015,"1,18,957 KM",PETROL,"Sector-18, Noida, Delhi"
109,Honda City,"7,04,000",2018,"21,452 KM",PETROL,"Sector-18, Noida, Delhi"
110,Renault Kwid,"2,94,000",2017,"67,405 KM",PETROL,"GIP Mall, Noida, Delhi"
111,Skoda Rapid,"7,67,000",2018,"73,603 KM",DIESEL,"Sector-18, Noida, Delhi"
112,Maruti Wagon R 1.0,"2,91,000",2013,"39,173 KM",CNG,"Sector-18, Noida, Delhi"
113,Maruti Alto 800,"3,18,000",2018,"68,588 KM",CNG,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
114,Honda City,"6,01,000",2016,"33,570 KM",PETROL,"Sector-18, Noida, Delhi"
115,Hyundai i20,"2,92,000",2013,"64,743 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
116,Maruti Baleno,"4,66,000",2017,"85,782 KM",PETROL,"Sector-18, Noida, Delhi"
117,Maruti Wagon R 1.0,"2,42,000",2013,"77,151 KM",PETROL,"Metro Walk, Rohini, New Delhi"
118,Tata Harrier,"12,11,000",2019,"71,440 KM",DIESEL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
119,Hyundai Elite i20,"4,08,000",2015,"1,00,315 KM",PETROL,"GIP Mall, Noida, Delhi"
120,Datsun Go Plus,"4,62,000",2019,"27,561 KM",PETROL,"Sector-18, Noida, Delhi"
121,Datsun Go,"3,37,000",2018,"35,600 KM",PETROL,"Sector-18, Noida, Delhi"
122,Maruti Swift,"5,41,000",2019,"13,474 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
123,Toyota Glanza,"6,92,000",2021,"25,009 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
124,Honda City,"12,42,400",2021,"7,936 KM",PETROL,"Sector-18, Noida, Delhi"
125,Hyundai Grand i10,"3,89,000",2016,"43,216 KM",PETROL,"GIP Mall, Noida, Delhi"
126,Hyundai AURA,"7,08,000",2021,"42,682 KM",CNG,"Sector-18, Noida, Delhi"
127,Hyundai i10,"1,63,000",2011,"1,04,145 KM",PETROL,"Metro Walk, Rohini, New Delhi"
128,Maruti Dzire,"5,71,000",2018,"91,932 KM",DIESEL,"Sector-18, Noida, Delhi"
129,Toyota Corolla Altis,"3,34,000",2011,"53,670 KM",CNG,"GIP Mall, Noida, Delhi"
130,Datsun Redi Go,"2,64,000",2019,"10,777 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
131,Honda Amaze,"4,13,000",2017,"84,056 KM",PETROL,"Metro Walk, Rohini, New Delhi"
132,Maruti Baleno,"6,57,000",2019,"63,534 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
133,Honda WR-V,"7,40,000",2019,"51,286 KM",DIESEL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
134,Hyundai VENUE,"9,32,000",2020,"57,163 KM",PETROL,"Sector-18, Noida, Delhi"
135,Hyundai i20,"2,21,000",2011,"73,041 KM",PETROL,"Sector-18, Noida, Delhi"
136,Toyota Glanza,"6,58,000",2020,"69,492 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
137,Honda WR-V,"5,84,000",2018,"51,594 KM",DIESEL,"GIP Mall, Noida, Delhi"
138,Maruti Swift,"2,22,000",2011,"76,904 KM",PETROL,"Sector-18, Noida, Delhi"
139,Maruti Ciaz,"6,32,000",2016,"31,761 KM",PETROL,"Sector-18, Noida, Delhi"
140,Hyundai Grand i10,"3,25,000",2015,"90,609 KM",PETROL,"GIP Mall, Noida, Delhi"
141,Renault TRIBER,"7,24,000",2022,"7,032 KM",PETROL,"Sector-18, Noida, Delhi"
142,Maruti Swift,"1,86,000",2010,"88,898 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
143,Honda Brio,"2,38,000",2013,"70,498 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
144,Hyundai i10,"1,60,000",2010,"61,063 KM",PETROL,"GIP Mall, Noida, Delhi"
145,Honda City,"3,17,000",2012,"67,064 KM",PETROL,"GIP Mall, Noida, Delhi"
146,Maruti Swift,"4,72,000",2016,"51,141 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
147,Maruti Ciaz,"5,90,000",2017,"40,049 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
148,Renault TRIBER,"5,02,000",2020,"1,10,490 KM",PETROL,"Sector-18, Noida, Delhi"
149,Volkswagen Vento,"7,18,000",2018,"1,05,792 KM",DIESEL,"GIP Mall, Noida, Delhi"
150,Maruti Ciaz,"5,08,000",2016,"52,971 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
151,Maruti Baleno,"4,89,000",2016,"20,755 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
152,Toyota Innova Crysta,"16,08,000",2018,"71,914 KM",DIESEL,"Sector-18, Noida, Delhi"
153,Honda Amaze,"5,34,000",2018,"47,914 KM",PETROL,"GIP Mall, Noida, Delhi"
154,Hyundai Grand i10,"4,17,000",2016,"55,215 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
155,Tata NEXON,"10,52,000",2022,"10,978 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
156,Hyundai Elite i20,"5,00,000",2016,"69,252 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
157,Maruti Swift Dzire,"4,88,000",2017,"58,225 KM",PETROL,"GIP Mall, Noida, Delhi"
158,Maruti Ciaz,"8,05,000",2018,"75,831 KM",PETROL,"Sector-18, Noida, Delhi"
159,Maruti Alto,"3,72,000",2021,"22,928 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
160,KIA SELTOS,"10,77,000",2020,"62,670 KM",PETROL,"GIP Mall, Noida, Delhi"
161,Maruti Baleno,"4,22,000",2016,"73,102 KM",PETROL,"Vasant Kunj, New Delhi"
162,Maruti Wagon R 1.0,"1,42,000",2010,"80,982 KM",PETROL,"Vasant Kunj, New Delhi"
163,Hyundai Grand i10,"4,22,000",2016,"52,884 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
164,Maruti Celerio,"3,90,000",2016,"22,761 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
165,Maruti Ciaz,"5,28,000",2016,"85,765 KM",CNG,"Sector-18, Noida, Delhi"
166,Maruti BREZZA,"11,99,800",2023,"12,072 KM",PETROL,"Sector-18, Noida, Delhi"
167,Jeep Compass,"15,55,000",2019,"23,690 KM",PETROL,"Vasant Kunj, New Delhi"
168,Maruti S Cross,"10,10,000",2020,"6,260 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
169,Hyundai VENUE,"10,45,000",2019,"21,997 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
170,Maruti Swift Dzire,"3,37,600",2014,"57,567 KM",PETROL,"Sector-18, Noida, Delhi"
171,Maruti Wagon R 1.0,"2,91,000",2013,"38,106 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
172,Hyundai Verna,"6,05,000",2016,"50,206 KM",PETROL,"Chhatarpur, Delhi"
173,Renault Kiger,"9,27,000",2022,"13,419 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
174,Volkswagen Ameo,"6,93,000",2018,"52,041 KM",DIESEL,"GIP Mall, Noida, Delhi"
175,Maruti Celerio,"4,45,000",2018,"19,717 KM",PETROL,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
176,Renault Kwid,"4,62,000",2020,"22,475 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
177,Hyundai i10,"1,41,000",2010,"55,856 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
178,Maruti Baleno,"4,81,000",2016,"84,522 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
179,Tata NEXON,"8,87,000",2020,"49,718 KM",DIESEL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
180,Maruti Vitara Brezza,"7,63,000",2019,"20,806 KM",DIESEL,"Metro Walk, Rohini, New Delhi"
181,Honda Brio,"4,31,000",2016,"30,752 KM",PETROL,"Sector-18, Noida, Delhi"
182,Hyundai Elite i20,"5,73,000",2017,"66,802 KM",CNG,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
183,Maruti Baleno,"5,62,000",2017,"18,463 KM",PETROL,"Metro Walk, Rohini, New Delhi"
184,Honda Amaze,"6,41,000",2021,"16,056 KM",PETROL,"Chhatarpur, Delhi"
185,Maruti Ciaz,"7,66,000",2018,"63,816 KM",PETROL,"Chhatarpur, Delhi"
186,Maruti Dzire,"5,27,000",2018,"48,162 KM",PETROL,"Sector-18, Noida, Delhi"
187,Tata NEXON,"6,58,000",2019,"69,317 KM",PETROL,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
188,Maruti Swift,"5,31,000",2019,"37,400 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
189,Maruti Vitara Brezza,"7,92,000",2019,"1,02,511 KM",DIESEL,"Parsvnath City Mall, Faridabad, Delhi"
190,Maruti Wagon R 1.0,"3,22,000",2017,"60,482 KM",CNG,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
191,Maruti Baleno,"4,88,000",2017,"22,956 KM",PETROL,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
192,Maruti Wagon R 1.0,"1,81,000",2011,"75,861 KM",PETROL,"Parsvnath City Mall, Faridabad, Delhi"
193,Volkswagen Vento,"2,49,000",2010,"74,369 KM",PETROL,"Vasant Kunj, New Delhi"
194,Honda Amaze,"4,45,000",2017,"31,433 KM",PETROL,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
195,Maruti Baleno,"6,72,000",2020,"20,856 KM",PETROL,"Vasant Kunj, New Delhi"
196,Maruti Swift,"5,50,000",2019,"32,501 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
197,Maruti Vitara Brezza,"7,44,000",2018,"69,943 KM",DIESEL,"Metro Walk, Rohini, New Delhi"
198,Maruti New Wagon-R,"4,51,000",2019,"97,574 KM",CNG,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
199,Maruti Celerio,"3,64,000",2016,"98,397 KM",PETROL,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
200,Maruti Swift,"4,26,000",2016,"58,408 KM",PETROL,"Parsvnath City Mall, Faridabad, Delhi"
201,Jeep Compass,"15,15,000",2019,"8,541 KM",DIESEL,"Sector-18, Noida, Delhi"
202,Renault Kwid,"5,48,000",2022,"16,209 KM",PETROL,"Metro Walk, Rohini, New Delhi"
203,Maruti XL6,"9,10,000",2019,"61,577 KM",PETROL,"Parsvnath City Mall, Faridabad, Delhi"
204,Honda City,"6,06,000",2015,"71,136 KM",PETROL,"Metro Walk, Rohini, New Delhi"
205,Maruti Ciaz,"7,57,000",2018,"39,325 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
206,Tata Harrier,"13,37,000",2019,"52,860 KM",DIESEL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
207,Hyundai Creta,"7,06,000",2015,"62,617 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
208,Maruti IGNIS,"5,05,000",2022,"29,120 KM",PETROL,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
209,Maruti IGNIS,"4,90,000",2021,"12,872 KM",PETROL,"Vasant Kunj, New Delhi"
210,Maruti Baleno,"5,69,000",2018,"89,202 KM",DIESEL,"Vasant Kunj, New Delhi"
211,Maruti Baleno,"4,92,000",2018,"49,010 KM",PETROL,"Hindon, Sewa Nagar, Ghaziabad, Delhi"
212,Honda WR-V,"7,95,000",2020,"89,969 KM",DIESEL,"Parsvnath City Mall, Faridabad, Delhi"
213,Maruti Wagon R 1.0,"3,05,000",2015,"65,977 KM",PETROL,"Parsvnath City Mall, Faridabad, Delhi"
214,Hyundai Grand i10,"4,43,000",2016,"29,435 KM",CNG,"Chhatarpur, Delhi"
215,Maruti Baleno,"6,64,000",2019,"36,861 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
216,Honda Amaze,"4,02,000",2016,"1,08,133 KM",PETROL,"Vasant Kunj, New Delhi"
217,Hyundai Creta,"7,47,000",2016,"57,437 KM",PETROL,"Metro Walk, Rohini, New Delhi"
218,Maruti New Wagon-R,"4,30,000",2019,"90,671 KM",CNG,"Sector-18, Noida, Delhi"
219,Hyundai GRAND I10 NIOS,"6,86,000",2020,"18,253 KM",PETROL,"Chhatarpur, Delhi"
220,Hyundai Grand i10,"3,78,000",2015,"38,280 KM",PETROL,"KW Delhi 6, Raj Nagar Extension, Ghaziabad"
221,Tata Tiago,"7,19,000",2022,"17,447 KM",CNG,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
222,KIA SELTOS,"12,00,000",2020,"82,433 KM",DIESEL,"Metro Walk, Rohini, New Delhi"
223,Maruti Swift,"2,45,000",2011,"21,840 KM",PETROL,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
224,Honda WR-V,"6,67,000",2017,"85,482 KM",PETROL,"Metro Walk, Rohini, New Delhi"
225,Honda Accord,"3,21,000",2010,"49,785 KM",PETROL,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
226,MG HECTOR,"17,92,000",2022,"6,493 KM",PETROL,"Sector-18, Noida, Delhi"
227,Ford Ecosport,"6,53,000",2018,"92,274 KM",DIESEL,"Metro Walk, Rohini, New Delhi"
228,Honda Brio,"2,90,000",2014,"99,665 KM",PETROL,"Metro Walk, Rohini, New Delhi"
229,Maruti IGNIS,"4,35,000",2017,"50,688 KM",PETROL,"Metro Walk, Rohini, New Delhi"
230,Jeep Compass,"15,57,000",2019,"35,191 KM",DIESEL,"Metro Walk, Rohini, New Delhi"
231,Tata PUNCH,"6,23,000",2022,"21,566 KM",PETROL,"Parsvnath City Mall, Faridabad, Delhi"
232,Maruti Wagon R 1.0,"1,96,000",2012,"89,199 KM",PETROL,"Chhatarpur, Delhi"
233,Maruti Baleno,"4,79,000",2017,"65,537 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
234,Nissan MAGNITE,"5,20,000",2021,"21,845 KM",PETROL,"Metro Walk, Rohini, New Delhi"
235,Maruti Baleno,"5,17,000",2017,"25,403 KM",PETROL,"Metro Walk, Rohini, New Delhi"
236,Honda City,"6,77,000",2016,"81,296 KM",PETROL,"Vasant Kunj, New Delhi"
237,KIA SONET,"9,97,000",2020,"31,778 KM",DIESEL,"Parsvnath City Mall, Faridabad, Delhi"
238,Honda BR-V,"5,88,000",2017,"66,531 KM",PETROL,"Metro Walk, Rohini, New Delhi"
239,Honda City,"7,14,000",2016,"78,853 KM",PETROL,"Metro Walk, Rohini, New Delhi"
240,Maruti New Wagon-R,"6,94,000",2023,"3,524 KM",PETROL,"M3M Urbana, Golf Course Ext., Gurugram, Delhi"
241,Maruti BREZZA,"10,99,000",2022,"17,103 KM",PETROL,"Spaze Platinum, Sohna Road, Gurugram, Delhi"
