,CarName,Price,Year,KilometersDriven,Fuel Type,Location
471,Tata Tiago,"6,99,000",2020,"26,591 KM",PETROL,"Horamavu Agara Road, Bengaluru"
472,Maruti Baleno,"6,40,000",2017,"77,995 KM",PETROL,"Hosur Road, Singasandra, Bengaluru"
473,Hyundai Verna,"9,87,000",2018,"63,115 KM",PETROL,"GT World Mall, Bengaluru"
474,Maruti Swift,"5,48,000",2014,"58,186 KM",PETROL,"Bellahalli, Bengaluru"
475,Hyundai Creta,"9,10,000",2016,"75,598 KM",PETROL,"Garuda Mall, Magrath Road, Bengaluru"
476,Honda Brio,"3,64,000",2012,"29,320 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
477,Hyundai VENUE,"11,26,000",2020,"11,208 KM",PETROL,"Garuda Mall, Magrath Road, Bengaluru"
478,Maruti Swift Dzire,"5,28,000",2015,"1,43,094 KM",PETROL,"Bellahalli, Bengaluru"
479,Hyundai NEW I20,"10,64,000",2021,"29,202 KM",PETROL,"Bellahalli, Bengaluru"
480,Hyundai VENUE,"8,89,000",2019,"1,17,010 KM",PETROL,"Hosur Road, Singasandra, Bengaluru"
481,Maruti Alto 800,"3,13,000",2017,"47,619 KM",PETROL,"Bellahalli, Bengaluru"
482,Honda City,"7,02,000",2016,"48,698 KM",PETROL,"Bellahalli, Bengaluru"
483,Tata Tiago,"7,12,000",2022,"5,944 KM",PETROL,"Sonnappanahalli, Bengaluru"
484,Hyundai Verna,"10,76,000",2017,"12,585 KM",PETROL,"Hosur Road, Singasandra, Bengaluru"
485,Nissan MAGNITE,"8,87,000",2022,"40,542 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
486,Hyundai Creta,"16,43,000",2020,"30,420 KM",PETROL,"Garuda Mall, Magrath Road, Bengaluru"
487,Tata Tiago,"4,45,000",2017,"68,039 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
488,Maruti Baleno,"6,65,000",2017,"98,730 KM",DIESEL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
489,Honda Amaze,"4,01,000",2013,"97,658 KM",DIESEL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
490,Renault Kwid,"4,11,000",2017,"28,657 KM",PETROL,"Hosur Road, Singasandra, Bengaluru"
491,Hyundai Grand i10,"4,56,000",2014,"62,437 KM",PETROL,"Hosur Road, Singasandra, Bengaluru"
492,Maruti Swift Dzire,"6,10,000",2016,"43,138 KM",PETROL,"Horamavu Agara Road, Bengaluru"
493,Maruti Ritz,"3,37,000",2010,"32,101 KM",PETROL,"Bellahalli, Bengaluru"
494,Volkswagen Vento,"12,07,000",2021,"35,407 KM",PETROL,"Bellahalli, Bengaluru"
495,Hyundai VENUE,"10,52,000",2020,"30,625 KM",PETROL,"Bellahalli, Bengaluru"
496,Maruti Wagon R 1.0,"3,19,000",2010,"41,113 KM",PETROL,"GT World Mall, Bengaluru"
497,Maruti S PRESSO,"4,17,000",2019,"51,395 KM",PETROL,"Bellahalli, Bengaluru"
498,Renault Kwid,"5,14,000",2021,"18,707 KM",PETROL,"Bellahalli, Bengaluru"
499,Renault Kwid,"4,11,000",2017,"18,971 KM",PETROL,"Bellahalli, Bengaluru"
500,Skoda SLAVIA,"13,44,000",2022,"7,686 KM",PETROL,"Horamavu Agara Road, Bengaluru"
501,Tata Tiago,"4,22,000",2017,"71,260 KM",PETROL,"Sonnappanahalli, Bengaluru"
502,Honda City,"8,24,000",2017,"56,363 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
503,Maruti Swift,"4,46,000",2012,"78,622 KM",PETROL,"Sonnappanahalli, Bengaluru"
504,Honda Jazz,"5,17,000",2016,"56,814 KM",PETROL,"Horamavu Agara Road, Bengaluru"
505,Maruti Alto K10,"2,27,000",2011,"37,681 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
506,Hyundai VENUE,"11,66,000",2022,"23,887 KM",PETROL,"Garuda Mall, Magrath Road, Bengaluru"
507,Mahindra Scorpio,"10,92,000",2019,"99,357 KM",DIESEL,"Garuda Mall, Magrath Road, Bengaluru"
508,Volkswagen TAIGUN,"14,83,000",2022,"28,743 KM",PETROL,"Sonnappanahalli, Bengaluru"
509,Honda Amaze,"4,64,000",2014,"58,804 KM",PETROL,"Bellahalli, Bengaluru"
510,Renault Kwid,"5,65,000",2020,"7,376 KM",PETROL,"Bellahalli, Bengaluru"
511,Maruti Swift Dzire,"6,58,000",2015,"17,811 KM",PETROL,"Sonnappanahalli, Bengaluru"
512,Hyundai NEW I20,"10,15,000",2021,"19,053 KM",PETROL,"Sonnappanahalli, Bengaluru"
513,Tata Tiago,"6,35,000",2020,"49,763 KM",PETROL,"Sonnappanahalli, Bengaluru"
514,Renault Kwid,"3,92,000",2017,"23,119 KM",PETROL,"Horamavu Agara Road, Bengaluru"
515,Maruti Baleno,"7,86,000",2019,"30,270 KM",PETROL,"Bellahalli, Bengaluru"
516,Tata ALTROZ,"8,14,000",2021,"9,172 KM",PETROL,"Horamavu Agara Road, Bengaluru"
517,Honda Jazz,"6,29,000",2017,"90,727 KM",PETROL,"Sonnappanahalli, Bengaluru"
518,Maruti Celerio,"6,78,000",2021,"15,176 KM",PETROL,"Horamavu Agara Road, Bengaluru"
519,Tata NEXON,"8,58,000",2019,"77,243 KM",PETROL,"GT World Mall, Bengaluru"
520,Renault Kwid,"5,09,000",2021,"29,394 KM",PETROL,"Bellahalli, Bengaluru"
521,Maruti Dzire,"6,42,000",2017,"31,003 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
522,Honda WR-V,"8,08,000",2017,"45,085 KM",PETROL,"Garuda Mall, Magrath Road, Bengaluru"
523,Maruti Baleno,"6,50,000",2017,"58,666 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
524,Ford Ecosport,"6,60,000",2017,"40,031 KM",PETROL,"Sonnappanahalli, Bengaluru"
525,Maruti Vitara Brezza,"8,11,000",2016,"1,17,530 KM",DIESEL,"Bellahalli, Bengaluru"
526,Hyundai Elite i20,"6,26,000",2016,"35,410 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
527,Maruti Swift,"5,23,000",2015,"68,656 KM",PETROL,"Hosur Road, Singasandra, Bengaluru"
528,Hyundai Grand i10,"5,14,000",2017,"65,376 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
529,Hyundai i20 Active,"6,49,000",2017,"36,787 KM",PETROL,"Bellahalli, Bengaluru"
530,Mahindra XUV500,"12,94,000",2016,"54,975 KM",DIESEL,"Garuda Mall, Magrath Road, Bengaluru"
531,Renault TRIBER,"7,09,000",2022,"73,199 KM",PETROL,"Bellahalli, Bengaluru"
532,Honda Jazz,"5,39,000",2016,"59,420 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
533,Hyundai i20,"5,11,000",2014,"65,376 KM",DIESEL,"Bellahalli, Bengaluru"
534,Maruti Alto 800,"2,88,000",2014,"35,297 KM",PETROL,"Hosur Road, Singasandra, Bengaluru"
535,Honda Jazz,"8,98,000",2021,"23,721 KM",PETROL,"Horamavu Agara Road, Bengaluru"
536,Hyundai Grand i10,"5,20,000",2017,"56,509 KM",PETROL,"Bellahalli, Bengaluru"
537,Maruti Swift,"4,36,000",2012,"65,969 KM",PETROL,"Bellahalli, Bengaluru"
538,KIA SELTOS,"13,48,000",2019,"28,117 KM",PETROL,"Bellahalli, Bengaluru"
539,Maruti Alto 800,"3,25,000",2018,"51,286 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
540,Hyundai Creta,"8,43,000",2017,"84,287 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
541,Maruti Swift,"6,33,000",2018,"56,410 KM",PETROL,"Bellahalli, Bengaluru"
542,Hyundai Grand i10,"4,66,000",2014,"13,653 KM",PETROL,"Hosur Road, Singasandra, Bengaluru"
543,Maruti Wagon R 1.0,"3,41,000",2013,"58,323 KM",PETROL,"Bellahalli, Bengaluru"
544,Datsun Redi Go,"3,13,000",2017,"33,357 KM",PETROL,"Bellahalli, Bengaluru"
545,Maruti Swift,"7,54,000",2021,"5,440 KM",PETROL,"Whitefield Main Road, Bhoruka Tech Park, Bengaluru"
546,Maruti Baleno,"6,16,000",2016,"39,674 KM",PETROL,"GT World Mall, Bengaluru"
