CarName,Price,Year,KilometersDriven,Fuel Type,Location
Hyundai Creta,"10,15,000",2018,"102,575 km",Diesel,"Madhapur, Hyderabad"
Kia Seltos,"11,40,000",2021,"20,000 km",Petrol,"Kukatpally, Hyderabad"
Audi A4,"9,99,000",2012,"66,000 km",Diesel,"Yousuf Guda, Hyderabad"
Mahindra Scorpio,"9,00,000",2014,"108,000 km",Diesel,"Kukatpally, Hyderabad"
Maruti Suzuki Swift-Dzire,"4,80,000",2014,"79,000 km",Petrol,"Kukatpally, Hyderabad"
Tata Indica Vista,"1,50,000",2012,"89,000 km",Diesel,"Yousuf Guda, Hyderabad"
Hyundai Grand i10,"3,85,000",2013,"62,859 km",Diesel,"Kukatpally, Hyderabad"
Hyundai i10,"3,35,000",2012,"66,997 km",Petrol,"Kukatpally, Hyderabad"
Audi A6,"24,99,000",2016,"49,000 km",Diesel,"Yousuf Guda, Hyderabad"
Maruti Suzuki Baleno,"6,80,000",2018,"99,000 km",Petrol,"Yousuf Guda, Hyderabad"
Toyota Yaris,"8,35,000",2019,"89,000 km",Petrol,"Madhapur, Hyderabad"
Maruti Suzuki Swift-Dzire,"4,75,000",2014,"79,000 km",Petrol,"Kukatpally, Hyderabad"
Hyundai Verna,"4,60,000",2011,"87,000 km",Diesel,"Begumpet, Hyderabad"
Honda City,"3,55,000",2011,"785,600 km",Petrol,"Kukatpally, Hyderabad"
Tata Tiago,"5,75,000",2018,"52,000 km",Diesel,"Madhapur, Hyderabad"
Skoda Fabia,"2,60,000",2010,"90,093 km",Petrol,"Madhapur, Hyderabad"
Hyundai Creta,"10,25,000",2018,"102,575 km",Diesel,"Madhapur, Hyderabad"
Renault Captur,"8,99,000",2019,"52,000 km",Petrol,"Yousuf Guda, Hyderabad"
Honda Jazz,"6,20,000",2016,"59,000 km",Petrol,"Yousuf Guda, Hyderabad"
Jeep Compass,"12,65,000",2017,"70,000 km",Diesel,"Ameerpet, Hyderabad"
Toyota Innova Crysta,"17,25,000",2016,"122,000 km",Diesel,"Ameerpet, Hyderabad"
Honda City,"5,90,000",2016,"71,000 km",Petrol,"Ameerpet, Hyderabad"
Maruti Suzuki Alto-K10,"2,45,000",2012,"39,000 km",Petrol,"Ameerpet, Hyderabad"
Datsun RediGO,"2,45,000",2017,"45,000 km",Petrol,"Ameerpet, Hyderabad"
Hyundai i20,"6,65,000",2017,"49,000 km",Petrol,"Ameerpet, Hyderabad"
Toyota Innova Crysta,"17,25,000",2017,"144,000 km",Diesel,"Ameerpet, Hyderabad"
Skoda Kushaq,"10,95,000",2022,"17,000 km",Petrol,"Ameerpet, Hyderabad"
Toyota Innova,"12,85,000",2015,"151,000 km",Diesel,"Ameerpet, Hyderabad"
Maruti Suzuki Ertiga,"6,25,000",2013,"121,000 km",Diesel,"Kukatpally, Hyderabad"
Volkswagen Polo,"8,99,000",2020,"29,000 km",Petrol,"Yousuf Guda, Hyderabad"
Tata Nexon,"11,49,000",2023,"18,000 km",Petrol,"Yousuf Guda, Hyderabad"
