CarName,Price,Year,KilometersDriven,Fuel Type,Location
Hyundai Elite i20,"5,90,000",2014,"67,000 km",Petrol,"Banashankari Stage 5, Bengaluru"
Hyundai Verna,"7,10,000",2014,"53,000 km",Diesel,"Banashankari Stage 2, Bengaluru"
Maruti Suzuki Swift,"3,60,000",2011,"91,000 km",Diesel,"Basaveshvara Nagar, Bengaluru"
Maruti Suzuki Ritz,"3,25,000",2010,"82,000 km",Petrol,"Basaveshvara Nagar, Bengaluru"
Hyundai Venue,"11,45,000",2019,"36,000 km",Petrol,"Banashankari Nagar, Bengaluru"
Hyundai Creta,"12,75,000",2018,"36,388 km",Petrol,"Sadashiva Nagar, Bengaluru"
Mahindra TUV,"6,25,000",2016,"135,000 km",Diesel,"Basaveshvara Nagar, Bengaluru"
Maruti Suzuki Swift-Dzire,"3,45,000",2010,"88,000 km",Diesel,"Banashankari Nagar, Bengaluru"
Hyundai i10,"2,35,000",2010,"86,000 km",Petrol,"Banashankari Nagar, Bengaluru"
Ford Ecosport,"5,75,000",2014,"71,000 km",Diesel,"Banashankari Nagar, Bengaluru"
Maruti Suzuki Wagon-R-1-0,"3,98,000",2018,"89,000 km",Petrol,"Banashankari Stage 3, Bengaluru"
Hyundai Santro,"1,25,000",2003,"95,000 km",Petrol,"Giri Nagar Phase 1, Bengaluru"
Audi Q3,"15,50,000",2015,"80,000 km",Diesel,"Giri Nagar Phase 1, Bengaluru"
Hyundai i10,"3,20,000",2011,"29,000 km",Petrol,"Giri Nagar Phase 1, Bengaluru"
Maruti Suzuki Alto,"1,79,999",2007,"80,000 km",Petrol,"RK Layout 2nd Stage, Bengaluru"
Volkswagen Jetta,"3,50,000",2008,"74,000 km",Diesel,"Rajaji Nagar, Bengaluru"
Volkswagen Polo,"7,00,000",2016,"93,000 km",Petrol,"Rajaji Nagar, Bengaluru"
Volkswagen Polo,"5,25,000",2013,"85,000 km",Diesel,"Rajaji Nagar, Bengaluru"
Tata Safari,"2,95,000",2008,"81,800 km",Diesel,"Agrahara Dasarahalli, Bengaluru"
Toyota Etios Liva,"5,30,000",2014,"70,000 km",Diesel,"Shastri Nagar, Bengaluru"
Mahindra e2o plus,"3,98,000",2017,"62,000 km",Electric,"Vijaya Nagar, Bengaluru"
Mahindra E Verito,"3,45,000",2018,"48,000 km",Electric,"Banashankari, Bengaluru"
Ford Figo,"3,10,000",2013,"77,000 km",Diesel,"Agrahara Dasarahalli, Bengaluru"
Fiat Linea,"4,85,000",2015,"39,000 km",Petrol,"Banashankari Stage 2, Bengaluru"
Mercedes-Benz GLC Class,"38,00,000",2017,"85,405 km",Diesel,"Kasturba Road, Bengaluru"
Mercedes-Benz GLC Class,"57,50,000",2019,"34,000 km",Diesel,"Kasturba Road, Bengaluru"
Hyundai Creta,"11,75,000",2016,"45,883 km",Petrol,"Kasturba Road, Bengaluru"
Mercedes-Benz E-Class,"71,25,000",2023,"1,650 km",Petrol,"Kasturba Road, Bengaluru"
Mercedes-Benz E-Class,"72,75,000",2022,"2,698 km",Diesel,"Kasturba Road, Bengaluru"
Hyundai i20,"3,75,000",2011,"110,000 km",Petrol,"Kamakshipalya, Bengaluru"
Volkswagen VentoTest,"3,80,000",2011,"119,000 km",Diesel,"Mahalakshmi Layout, Bengaluru"
Volkswagen VentoTest,"3,80,000",2011,"119,000 km",Diesel,"Mahalakshmi Layout, Bengaluru"
Maruti Suzuki Swift-Dzire,"5,15,000",2014,"83,000 km",Diesel,"Rajaji Nagar, Bengaluru"
Honda Amaze,"4,80,000",2015,"27,000 km",Petrol,"Banagiri Nagar, Bengaluru"
Hyundai Tucson,"18,75,000",2018,"41,003 km",Petrol,"Rajaji Nagar, Bengaluru"
Renault Duster,"6,25,000",2013,"62,000 km",Diesel,"Banashankari Stage 2, Bengaluru"
Volkswagen Polo,"6,75,000",2016,"30,000 km",Petrol,"Rajaji Nagar, Bengaluru"
Hyundai Fluidic Verna,"5,80,000",2014,"85,000 km",Diesel,"Rajaji Nagar, Bengaluru"
Hyundai Verna,"6,95,000",2015,"33,000 km",Petrol,"Vijaya Nagar, Bengaluru"
Nissan Micra,"3,19,000",2012,"67,000 km",Diesel,"Vijaya Nagar, Bengaluru"
Maruti Suzuki Eeco,"5,75,000",2021,"22,000 km",Petrol,"Rajaji Nagar, Bengaluru"
Volkswagen Polo,"4,75,000",2014,"78,900 km",Diesel,"Agrahara Dasarahalli, Bengaluru"
Volkswagen VentoTest,"5,85,000",2015,"63,000 km",Petrol,"Banashankari, Bengaluru"
Hyundai i10,"4,45,000",2015,"33,000 km",Petrol,"Banashankari Stage 3, Bengaluru"
Honda Brio,"4,85,000",2017,"52,000 km",Petrol,"Banashankari Stage 3, Bengaluru"
Hyundai Creta,"13,50,000",2019,"71,000 km",Diesel,"Rajaji Nagar, Bengaluru"
Ford Ecosport,"8,30,000",2017,"57,000 km",Diesel,"Banashankari, Bengaluru"
Jeep Compass,"15,99,999",2017,"33,000 km",Diesel,"Banashankari, Bengaluru"
Ford Aspire,"6,00,000",2020,51000.0 km,Diesel,"Giri Nagar, Bengaluru"
Hyundai Xcent,"4,30,000",2018,50000.0 km,Diesel,"Giri Nagar, Bengaluru"
Mahindra Scorpio,"5,70,000",2013,"115,000 km",Diesel,"Basaveswara Nagar, Bengaluru"
Volkswagen Polo,"6,99,999",2016,"93,000 km",Petrol,"Rajaji Nagar, Bengaluru"
Maruti Suzuki Swift,"4,95,000",2016,"63,000 km",Diesel,"Banashankari, Bengaluru"
Hyundai Grand i10,"6,25,000",2017,"43,000 km",D..,"Banashankari, Bengaluru"
Ford Ecosport,"6,75,000",2015,"37,672 km",Petrol,"Richmond Town, Bengaluru"
Maruti Suzuki maruti-suzuki-dzire,"7,25,000",2018,"29,729 km",Petrol,"Richmond Town, Bengaluru"
Maruti Suzuki maruti-suzuki-dzire,"7,25,000",2018,"29,729 km",Petrol,"Banashankari, Bengaluru"
Land Rover Discovery Sport,"49,50,000",2018,"39,072 km",Diesel,"Vijaya Nagar, Bengaluru"
Ford Figo Aspire,"4,50,000",2015,"67,000 km",Petrol,"Banashankari Stage 2, Bengaluru"
Volkswagen Polo,"11,15,000",2021,"17,000 km",Petrol,"Banashankari Stage 3, Bengaluru"
Ford Ecosport,"6,75,000",2015,"37,672 km",Petrol,"Banashankari, Bengaluru"
Toyota Etios Liva,"3,75,000",2012,"51,000 km",Petrol,"Banashankari Stage 3, Bengaluru"
Hyundai i10,"2,99,999",2009,"62,000 km",Petrol,"RK Layout 2nd Stage, Bengaluru"
Hyundai Eon,"2,99,999",2012,"67,000 km",LPG,"RK Layout 2nd Stage, Bengaluru"
Maruti Suzuki Alto,"2,25,000",2009,"40,000 km",Petrol,"RK Layout 2nd Stage, Bengaluru"
Ford Ecosport,"7,25,999",2016,"70,000 km",Diesel,"RK Layout 2nd Stage, Bengaluru"
Maruti Suzuki Alto-K10,"3,79,999",2017,"45,000 km",Petrol,"RK Layout 2nd Stage, Bengaluru"
Maruti Suzuki Swift,"2,90,000",2007,"10,600 km",Diesel,"Kamakshipalya, Bengaluru"
Mahindra XUV500,"12,75,000",2017,"75,000 km",Diesel,"Basaveshvara Nagar, Bengaluru"
Honda Jazz,"5,60,000",2015,"82,000 km",Petrol,"Kamakshipalya, Bengaluru"
Ford Figo,"2,75,000",2011,"81,000 km",Diesel,"Kamakshipalya, Bengaluru"
Ford Ecosport,"7,90,000",2017,"64,000 km",Diesel,"Banashankari Stage 5, Bengaluru"
Maruti Suzuki Ertiga,"10,75,000",2022,"72,000 km",Petrol,"Basaveshvara Nagar, Bengaluru"
Skoda Rapid,"4,60,000",2013,"65,000 km",Petrol,"Banashankari Stage 5, Bengaluru"
Maruti Suzuki Swift,"6,10,000",2016,"62,630 km",Petrol,"Jaya Nagar East, Bengaluru"
Tata Harrier,"21,45,000",2021,"11,908 km",Diesel,"Banashankari, Bengaluru"
Hyundai Santro Xing,"2,36,000",2010,"55,000 km",Petrol,"Mahalakshmi Layout, Bengaluru"
Maruti Suzuki Vitara-Brezza,"8,49,000",2020,"50,971 km",Petrol,"Lalbagh Road, Bengaluru"
Hyundai Grand i10,"4,79,000",2015,"28,000 km",Petrol,"Vijaya Nagar, Bengaluru"
Maruti Suzuki Celerio,"4,65,000",2015,"42,000 km",Petrol,"Banashankari, Bengaluru"
Maruti Suzuki Swift-Dzire,"7,00,000",2019,"70,000 km",Diesel,"Sriranganagar, Bengaluru"
Maruti Suzuki Swift-Dzire,"6,50,000",2020,"65,100 km",CNG & Hybr..,"Slv layout, Bengaluru"
Hyundai i20,"7,30,000",2019,"65,000 km",Diesel,"Vijaya Nagar, Bengaluru"
Mahindra Bolero,"5,65,000",2015,"95,000 km",Diesel,"Laggere Road, Bengaluru"
Renault Kiger,"8,75,000",2022,"10,742 km",Petrol,"Rajaji Nagar, Bengaluru"
Maruti Suzuki Alto-800,"3,85,000",2020,"15,000 km",Petrol,"Karanataka bangalore nagarabhavi 2nd stage, Bengaluru"
Hyundai i10,"2,85,000",2011,"68,000 km",Petrol,"Karanataka bangalore nagarabhavi 2nd stage, Bengaluru"
Maruti Suzuki S-Presso,"5,80,000",2022,"25,419 km",Petrol,"Kamakshipalya, Bengaluru"
Maruti Suzuki Alto-K10,"3,50,000",2015,"115,470 km",Petrol,"Kamakshipalya, Bengaluru"
Maruti Suzuki Swift,"6,50,000",2018,"47,231 km",Petrol,"Kamakshipalya, Bengaluru"
Hyundai Elite i20,"7,85,000",2018,"41,000 km",Petrol,"Banashankari Stage 3, Bengaluru"
Maruti Suzuki Sx4,"3,70,000",2011,"41,000 km",Petrol,"Banashankari Stage 3, Bengaluru"
Hyundai Elite i20,"6,65,000",2016,"49,000 km",Petrol,"Banashankari, Bengaluru"
Kia Seltos,"11,90,000",2019,"26,363 km",Petrol,"Richmond Town, Bengaluru"
Ford Ecosport,"6,15,000",2014,"78,000 km",Diesel,"Banashankari, Bengaluru"
Honda City,"3,90,000",2010,"81,000 km",Petrol,"Banashankari, Bengaluru"
Land Rover Discovery Sport,"42,75,000",2018,"47,000 km",Diesel,"RK Layout 2nd Stage, Bengaluru"
Maruti Suzuki Ritz,"4,75,000",2013,"9,000 km",Petrol,"Banashankari Stage 2, Bengaluru"
Honda Amaze,"4,75,000",2013,"85,000 km",Diesel,"Banashankari Stage 5, Bengaluru"
Maruti Suzuki 800,"95,000",1999,"98,000 km",Petrol,"Kamakshipalya, Bengaluru"
Maruti Suzuki Swift-Dzire-Tour,"7,00,000",2020,"83,000 km",Diesel,"Sriranganagar, Bengaluru"
Renault Scala,"3,45,000",2013,"68,000 km",Diesel,"Banashankari Nagar, Bengaluru"
Maruti Suzuki Vitara-Brezza,"8,45,000",2016,"57,000 km",Diesel,"Banashankari Nagar, Bengaluru"
Chevrolet Captiva,"4,75,000",2012,"64,000 km",Diesel,"Banashankari, Bengaluru"
Toyota Corolla,"2,45,000",2005,"77,000 km",Petrol,"Banashankari, Bengaluru"
Hyundai Grand i10 Nios,"6,90,000",2019,"27,000 km",Petrol,"Banashankari Stage 5, Bengaluru"
Mahindra Scorpio,"14,25,000",2018,"99,661 km",Diesel,"Sadashiva Nagar, Bengaluru"
Audi A6,"16,50,000",2013,"121,488 km",Diesel,"Sadashiva Nagar, Bengaluru"
Maruti Suzuki Swift,"7,00,000",2021,"20,810 km",Petrol,"Kasthuriba Nagar, Bengaluru"
Renault Duster,"5,75,000",2013,"89,000 km",Diesel,"Laggere Road, Bengaluru"
Hyundai Venue,"10,20,000",2020,"36,900 km",Petrol,"Rajaji Nagar, Bengaluru"
Toyota Innova,"4,95,000",2006,"191,000 km",Petrol,"Banashankari Stage 2, Bengaluru"
Mahindra Thar,"8,55,000",2016,"51,000 km",Diesel,"Banashankari Stage 3, Bengaluru"
Maruti Suzuki Wagon-R,"2,25,000",2008,"84,000 km",Petrol,"Banashankari Stage 3, Bengaluru"
Maruti Suzuki Swift,"6,75,000",2018,"85,000 km",Diesel,"Banashankari, Bengaluru"
Maruti Suzuki Eeco,"4,69,000",2019,"76,000 km",Petrol,"Byraveshwara Nagar, Bengaluru"
Toyota Fortuner,"31,99,999",2018,"152,000 km",Diesel,"Banashankari, Bengaluru"
Toyota Innova,"11,75,000",2014,"87,000 km",Diesel,"Banashankari, Bengaluru"
Maruti Suzuki Baleno,"7,95,000",2019,"44,800 km",Petrol,"Kasturba Road, Bengaluru"
Hyundai i20,"3,95,000",2011,"68,000 km",Diesel,"Banashankari Nagar, Bengaluru"
Maruti Suzuki Vitara-Brezza,"8,95,000",2018,"133,000 km",Diesel,"Malleshwaram, Bengaluru"
Maruti Suzuki Swift-Dzire,"4,30,000",2015,"115,000 km",CNG & Hybrids,"Slv layout, Bengaluru"
Mahindra XUV500,"5,95,000",2011,"115,000 km",Diesel,"Malleshwaram, Bengaluru"
Hyundai Grand i10,"5,25,000",2016,"33,000 km",Petrol,"Banashankari, Bengaluru"
Hyundai i20,"3,95,000",2011,"68,000 km",Diesel,"Banashankari, Bengaluru"
Hyundai Eon,"2,85,000",2016,"69,000 km",Petrol,"Banashankari, Bengaluru"
Hyundai i20,"3,95,000",2013,"68,000 km",Diesel,"Banashankari, Bengaluru"
Hyundai Elite i20,"6,70,000",2018,"31,000 km",Petrol,"Nayandahalli, Bengaluru"
Maruti Suzuki Swift,"3,10,000",2008,"61,000 km",Petrol,"Rajaji Nagar, Bengaluru"
Maruti Suzuki Omni,"1,29,000",1999,"77,000 km",Petrol,"Kalyannagar Nagarbhavi, Bengaluru"
BMW X1,"30,65,000",2019,"49,000 km",Diesel,"Banashankari Stage 2, Bengaluru"
Maruti Suzuki Vitara-Brezza,"8,25,000",2018,"37,000 km",Diesel,"Malleshwaram, Bengaluru"
Maruti Suzuki Sx4,"3,45,000",2011,"72,000 km",Petrol,"Malleshwaram, Bengaluru"
Hyundai Creta,"11,95,000",2017,"42,000 km",Diesel,"Malleshwaram, Bengaluru"
Maruti Suzuki Swift-Dzire-Tour,"3,60,000",2016,"145,000 km",Diesel,"Laggere Road, Bengaluru"
Maruti Suzuki Swift,"7,45,000",2020,"11,076 km",Petrol,"Banashankari, Bengaluru"
Toyota Corolla Altis,"3,29,000",2009,"80,000 km",Petrol,"Vijaya Nagar, Bengaluru"
Maruti Suzuki Eeco,"3,80,000",2012,"29,000 km",Petrol,"Banashankari, Bengaluru"
Volkswagen VentoTest,"6,95,000",2016,"79,000 km",Diesel,"Basaveshvara Nagar, Bengaluru"
Toyota Innova,"9,75,000",2012,"161,000 km",Diesel,"Basaveshvara Nagar, Bengaluru"
Volkswagen Polo,"7,35,000",2016,"71,000 km",Diesel,"Basaveshvara Nagar, Bengaluru"
Mahindra Scorpio,"8,25,000",2014,"71,000 km",Diesel,"Basaveshvara Nagar, Bengaluru"
Maruti Suzuki Swift,"3,95,000",2013,"85,000 km",Diesel,"Kamala Nagar, Bengaluru"
Hyundai i20,"6,95,000",2017,"23,000 km",Petrol,"Banashankari Stage 3, Bengaluru"
Toyota Etios,"6,40,000",2018,"132,000 km",Diesel,"Kamala Nagar, Bengaluru"
Maruti Suzuki Celerio,"4,65,000",2016,"56,534 km",Petrol,"Jaya Nagar East, Bengaluru"
Hyundai i10,"3,10,000",2011,"71,000 km",Petrol,"Banashankari Nagar, Bengaluru"
Skoda Rapid,"5,95,000",2016,"66,000 km",Diesel,"Banashankari Nagar, Bengaluru"
Hyundai Venue,"11,45,000",2020,"45,000 km",Petrol,"Banashankari Nagar, Bengaluru"
Volkswagen Polo,"4,75,000",2013,"78,000 km",Diesel,"Dr.Rajkumar Road, Bengaluru"
Volkswagen VentoTest,"9,45,000",2018,"22,000 km",Petrol,"Banashankari Nagar, Bengaluru"
Mercedes-Benz C-Class,"13,95,000",2013,"73,000 km",Diesel,"Banashankari Stage 2, Bengaluru"
Maruti Suzuki Swift-Dzire-Tour,"3,55,000",2016,"145,000 km",Diesel,"Kamala Nagar, Bengaluru"
Hyundai Santro Xing,"2,53,000",2009,"28,000 km",Petrol,"Vijaya Nagar, Bengaluru"
Hyundai Venue,"10,75,000",2020,"19,270 km",Diesel,"Malleshwaram, Bengaluru"
Ford Fiesta,"1,79,000",2011,"89,000 km",Petrol,"Nayandahalli, Bengaluru"
Honda City,"1,39,000",2002,"96,000 km",Petrol,"Nayandahalli, Bengaluru"
Ford Fiesta,"1,79,000",2011,"91,000 km",Diesel,"Nayandahalli, Bengaluru"
Maruti Suzuki Swift,"2,55,000",2009,"81,000 km",Petrol,"Nayandahalli, Bengaluru"
Hyundai i10,"1,95,000",2008,"33,000 km",Petrol,"Nayandahalli, Bengaluru"
Mahindra XUV500,"6,89,000",2014,"81,000 km",Diesel,"Nayandahalli, Bengaluru"
Ford Fiesta,"1,95,000",2008,"89,000 km",Diesel,"Nayandahalli, Bengaluru"
Ford Figo,"2,89,000",2015,"78,000 km",Diesel,"Nayandahalli, Bengaluru"
Ford Figo,"2,39,000",2012,"89,000 km",Diesel,"Nayandahalli, Bengaluru"
Skoda Fabia,"3,20,000",2011,"95,000 km",Petrol,"Jaya Nagar East, Bengaluru"
Jeep Compass,"18,25,000",2019,"12,000 km",Diesel,"Banashankari, Bengaluru"
Hyundai Elantra,"5,45,000",2012,"71,000 km",Petrol,"Banashankari Nagar, Bengaluru"
Volkswagen Polo,"3,75,000",2010,"89,000 km",Diesel,"Banashankari Nagar, Bengaluru"
Renault Duster,"4,39,000",2013,"94,000 km",Diesel,"Govindaraja Nagar Ward, Bengaluru"
Maruti Suzuki Swift,"7,40,000",2019,"109,000 km",Diesel,"Malleshwaram, Bengaluru"
Mahindra XUV500,"7,10,000",2012,"109,000 km",Diesel,"Rajaji Nagar, Bengaluru"
Hyundai Santro Xing,"1,85,000",2007,"68,000 km",Petrol,"Banashankari, Bengaluru"
Mahindra e2o plus,"3,98,000",2018,"18,000 km",Electric,"Vijaya Nagar, Bengaluru"
Maruti Suzuki Celerio,"4,99,000",2017,"49,000 km",Petrol,"Mahalakshmi Layout, Bengaluru"
Hyundai Grand i10,"6,31,000",2019,"37,000 km",Petrol,"Richmond Town, Bengaluru"
Renault Pulse,"2,85,000",2012,"84,000 km",Diesel,"Govindaraja Nagar Ward, Bengaluru"
Honda City,"2,88,000",2009,"97,000 km",Petrol,"Chandra Layout Stage 2, Bengaluru"
Maruti Suzuki Wagon-R,"2,88,000",2011,"82,000 km",Petrol,"Chandra Layout Stage 2, Bengaluru"
Maruti Suzuki Vitara-Brezza,"8,99,000",2019,"108,000 km",Diesel,"Chandra Layout, Bengaluru"
Mahindra Scorpio,"5,25,000",2011,"122,000 km",Diesel,"Chandra Layout, Bengaluru"
Hyundai i10,"3,00,000",2011,"98,000 km",Petrol,"Chandra Layout, Bengaluru"
Honda Mobilio,"5,65,000",2014,"105,000 km",Diesel,"Chandra Layout, Bengaluru"
Maruti Suzuki Omni,"1,75,000",2007,"112,000 km",Petrol,"Chandra Layout, Bengaluru"
Honda City,"3,99,000",2011,"77,000 km",Petrol,"Chandra Layout, Bengaluru"
Maruti Suzuki Swift-Dzire,"5,31,000",2018,"105,000 km",Diesel,"Giri Nagar, Bengaluru"
Ford Ecosport,"6,25,000",2014,"96,000 km",Diesel,"Banashankari Stage 2, Bengaluru"
Hyundai Eon,"3,00,000",2014,"59,424 km",Petrol,"Jaya Nagar East, Bengaluru"
Maruti Suzuki Vitara-Brezza,"7,45,000",2017,"96,000 km",Diesel,"Banashankari, Bengaluru"
Mahindra XUV500,"6,00,000",2011,"99,000 km",Diesel,"Basaveshvara Nagar, Bengaluru"
Hyundai Venue,"10,99,000",2020,"26,000 km",Petrol,"Banashankari, Bengaluru"
Maruti Suzuki Swift,"6,35,000",2018,"40,000 km",Petrol,"Kamakshipalya, Bengaluru"
Honda City,"6,89,000",2014,"53,000 km",Petrol,"Vijaya Nagar, Bengaluru"
Toyota Fortuner,"11,99,000",2011,"149,323 km",Diesel,"Banashankari, Bengaluru"
