,CarName,Price,Year,KilometersDriven,Fuel Type,Location
259,Toyota Yaris,"8,35,000",2019,"89,000 km",Petrol,"Madhapur, Hyderabad"
260,Maruti Suzuki Swift-Dzire,"4,75,000",2014,"79,000 km",Petrol,"Kukatpally, Hyderabad"
261,Hyundai Verna,"4,60,000",2011,"87,000 km",Diesel,"Begumpet, Hyderabad"
262,Honda City,"3,55,000",2011,"785,600 km",Petrol,"Kukatpally, Hyderabad"
263,Tata Tiago,"5,75,000",2018,"52,000 km",Diesel,"Madhapur, Hyderabad"
264,Skoda Fabia,"2,60,000",2010,"90,093 km",Petrol,"Madhapur, Hyderabad"
265,Hyundai Creta,"10,25,000",2018,"102,575 km",Diesel,"Madhapur, Hyderabad"
266,Renault Captur,"8,99,000",2019,"52,000 km",Petrol,"Yousuf Guda, Hyderabad"
267,Honda Jazz,"6,20,000",2016,"59,000 km",Petrol,"Yousuf Guda, Hyderabad"
268,Jeep Compass,"12,65,000",2017,"70,000 km",Diesel,"Ameerpet, Hyderabad"
269,Toyota Innova Crysta,"17,25,000",2016,"122,000 km",Diesel,"Ameerpet, Hyderabad"
270,Honda City,"5,90,000",2016,"71,000 km",Petrol,"Ameerpet, Hyderabad"
271,Maruti Suzuki Alto-K10,"2,45,000",2012,"39,000 km",Petrol,"Ameerpet, Hyderabad"
272,Datsun RediGO,"2,45,000",2017,"45,000 km",Petrol,"Ameerpet, Hyderabad"
273,Hyundai i20,"6,65,000",2017,"49,000 km",Petrol,"Ameerpet, Hyderabad"
274,Toyota Innova Crysta,"17,25,000",2017,"144,000 km",Diesel,"Ameerpet, Hyderabad"
275,Skoda Kushaq,"10,95,000",2022,"17,000 km",Petrol,"Ameerpet, Hyderabad"
276,Toyota Innova,"12,85,000",2015,"151,000 km",Diesel,"Ameerpet, Hyderabad"
277,Maruti Suzuki Ertiga,"6,25,000",2013,"121,000 km",Diesel,"Kukatpally, Hyderabad"
278,Volkswagen Polo,"8,99,000",2020,"29,000 km",Petrol,"Yousuf Guda, Hyderabad"
279,Tata Nexon,"11,49,000",2023,"18,000 km",Petrol,"Yousuf Guda, Hyderabad"
280,Maruti Suzuki Swift,"5,55,000",2017,"48,960 km",Diesel,"Madhapur, Hyderabad"
281,Hyundai Grand i10 Nios,"6,45,000",2019,"20,638 km",Petrol,"Madhapur, Hyderabad"
282,Audi Q7,"38,00,000",2017,"115,000 km",Diesel,"Venktagiri Nagar, Hyderabad"
283,Hyundai Grand i10,"5,00,000",2017,"59,219 km",Diesel,"Madhapur, Hyderabad"
284,Mercedes-Benz GLS,"1,39,00,000",2022,"19,400 km",Diesel,"Venktagiri Nagar, Hyderabad"
285,Honda Amaze,"5,75,000",2017,"20,443 km",Petrol,"Madhapur, Hyderabad"
286,BMW 3 Series GT,"38,75,000",2019,"45,000 km",Diesel,"Venktagiri Nagar, Hyderabad"
287,Hyundai Verna,"3,28,000",2011,"95,473 km",Diesel,"Madhapur, Hyderabad"
288,Skoda Octavia,"28,75,000",2021,"11,000 km",Petrol,"Venktagiri Nagar, Hyderabad"
289,Hyundai Santro,"1,85,000",2010,"106,000 km",Petrol,"Qutbullapur, Hyderabad"
290,Hyundai Grand i10,"5,20,000",2016,"72,000 km",Petrol,"Bowenpally, Hyderabad"
291,Mahindra Ssangyong-Rexton,"6,99,999",2012,"82,166 km",Diesel,"Begumpet, Hyderabad"
292,Hyundai i20,"7,50,000",2017,"85,645 km",Diesel,"Madhapur, Hyderabad"
293,Volkswagen Polo,"7,80,000",2018,"60,000 km",Diesel,"Madhapur, Hyderabad"
294,Renault Pulse,"3,25,000",2012,"85,000 km",Diesel,"Mythri Nagar, Hyderabad"
295,Maruti Suzuki Baleno,"5,75,000",2016,"58,874 km",Petrol,"Madhapur, Hyderabad"
296,Maruti Suzuki Baleno,"6,60,000",2016,"72,000 km",Diesel,"Rajarajeshwari Nagar, Hyderabad"
297,Maruti Suzuki Baleno,"7,80,000",2018,"70,900 km",Diesel,"Old Bowenpally, Secunderabad, Hyderabad"
298,Maruti Suzuki Ciaz,"8,95,000",2018,"25,000 km",Petrol,"Begumpet, Hyderabad"
299,MG Hector,"14,95,000",2019,"13,500 km",Petrol,"Begumpet, Hyderabad"
300,Maruti Suzuki Wagon-R,"3,10,000",2012,"35,000 km",CNG & Hybrids,"Kukatpally, Hyderabad"
301,Maruti Suzuki Ertiga,"11,60,000",2021,"7,500 km",Petrol,"Balkampet, Hyderabad"
302,Toyota Innova Crysta,"32,00,000",2021,"40,000 km",Diesel,"Madhapur, Hyderabad"
303,Maruti Suzuki Eeco,"5,45,000",2021,"33,000 km",Petrol,"Ameerpet, Hyderabad"
304,Toyota Innova Crysta,"21,75,000",2019,"58,780 km",Diesel,"Madhapur, Hyderabad"
305,Toyota Innova Crysta,"27,00,000",2020,"85,744 km",Diesel,"Madhapur, Hyderabad"
306,Maruti Suzuki Swift-Dzire,"7,50,000",2018,"90,000 km",Diesel,"Moosapet, Hyderabad"
307,Mercedes-Benz M-Class,"22,00,000",2014,"90,000 km",Diesel,"Madhapur, Hyderabad"
308,Maruti Suzuki Ciaz,"10,35,000",2021,"27,526 km",Petrol,"Kukatpally, Hyderabad"
309,Ford Ecosport,"5,75,000",2015,"114,178 km",Diesel,"Kukatpally, Hyderabad"
310,Audi A4,"13,99,000",2014,"25,000 km",Diesel,"Yousuf Guda, Hyderabad"
311,Maruti Suzuki Swift-Dzire,"3,35,000",2010,"89,000 km",Diesel,"Begumpet, Hyderabad"
312,Mahindra XUV500,"12,50,000",2018,"78,000 km",Diesel,"Madhapur, Hyderabad"
313,Hyundai Elite i20,"7,80,000",2019,"44,000 km",Petrol,"Kukatpally, Hyderabad"
314,Toyota Innova,"22,00,000",2019,"78,000 km",Diesel,"Kukatpally, Hyderabad"
315,Maruti Suzuki Vitara-Brezza,"9,00,000",2019,"55,000 km",Diesel,"BK Guda, Hyderabad"
316,Ford Ecosport,"7,85,000",2017,"37,000 km",Diesel,"Kukatpally, Hyderabad"
317,Hyundai Grand i10,"5,25,000",2015,"58,000 km",Petrol,"Ameerpet, Hyderabad"
318,Maruti Suzuki Swift-Dzire,"3,50,000",2009,"76,000 km",Petrol,"Balkampet, Hyderabad"
319,Maruti Suzuki Ertiga,"12,75,000",2021,"60,000 km",Petrol,"Balkampet, Hyderabad"
320,Honda City,"13,50,000",2020,"35,000 km",Petrol,"Balkampet, Hyderabad"
321,Tata Manza,"2,50,000",2011,"140,000 km",Diesel,"Ameerpet, Hyderabad"
322,Hyundai i20,"11,50,000",2021,"18,000 km",Petrol,"Madhapur, Hyderabad"
323,Kia Seltos,"19,80,000",2022,"5,890 km",Petrol,"Madhapur, Hyderabad"
324,Toyota Etios,"4,90,000",2015,"115,000 km",Diesel,"Balkampet, Hyderabad"
325,Maruti Suzuki Swift,"3,75,000",2014,"64,253 km",Petrol,"Madhapur, Hyderabad"
326,Skoda Superb,"8,60,000",2014,"75,231 km",Diesel,"Begumpet, Hyderabad"
327,Kia Seltos,"15,55,000",2022,"12,218 km",Diesel,"Kukatpally, Hyderabad"
328,Honda City,"5,68,000",2014,"81,836 km",Diesel,"Madhapur, Hyderabad"
329,Audi A4,"10,50,000",2013,"51,253 km",Diesel,"Madhapur, Hyderabad"
330,Hyundai Grand i10 Nios,"6,80,000",2021,"18,089 km",Petrol,"Kukatpally, Hyderabad"
331,Maruti Suzuki Baleno,"6,75,000",2019,"55,000 km",Petrol,"Madhapur, Hyderabad"
332,Hyundai Fluidic Verna,"5,05,000",2013,"80,000 km",Diesel,"Madhapur, Hyderabad"
333,Hyundai Elite i20,"7,25,000",2019,"41,000 km",Petrol,"Kukatpally, Hyderabad"
334,Chevrolet Beat,"1,75,000",2011,"157,000 km",Diesel,"Moosapet, Hyderabad"
335,Toyota Fortuner,"31,00,000",2019,"77,200 km",Diesel,"Kukatpally, Hyderabad"
336,Maruti Suzuki Grand Vitara,"9,95,000",2019,"106,000 km",Diesel,"Madhapur, Hyderabad"
337,Maruti Suzuki Grand Vitara,"9,95,000",2019,"105,000 km",Diesel,"Balkampet, Hyderabad"
338,Maruti Suzuki Baleno,"5,99,000",2016,"78,000 km",Petrol,"BK Guda, Hyderabad"
339,Maruti Suzuki S-Cross,"9,50,000",2019,"42,000 km",Diesel,"BK Guda, Hyderabad"
340,Volkswagen Polo,"4,75,000",2014,"79,000 km",Diesel,"BK Guda, Hyderabad"
341,Hyundai Creta,"12,90,000",2018,"65,906 km",Petrol,"Madhapur, Hyderabad"
342,Mahindra XUV 300,"9,85,000",2019,"108,000 km",Diesel,"Madhapur, Hyderabad"
343,Toyota Innova,"11,75,000",2015,"118,000 km",Diesel,"Ameerpet, Hyderabad"
344,Toyota Etios Liva,"4,40,000",2012,"81,000 km",Diesel,"Balkampet, Hyderabad"
345,Toyota Innova,"11,75,000",2015,"118,000 km",Diesel,"Balkampet, Hyderabad"
346,Maruti Suzuki Omni,"3,50,000",2017,"28,000 km",Petrol,"Balkampet, Hyderabad"
347,Maruti Suzuki Swift-Dzire,"3,35,000",2010,"89,000 km",Petrol,"Balkampet, Hyderabad"
348,Maruti Suzuki Swift-Dzire,"8,50,000",2017,"100,000 km",Diesel,"Balkampet, Hyderabad"
349,Ford Ecosport,"8,45,000",2019,"70,179 km",Petrol,"Begumpet, Secunderabad, Hyderabad"
350,Datsun GO Plus,"3,49,000",2018,"43,000 km",Petrol,"BK Guda, Hyderabad"
351,Maruti Suzuki Wagon-R,"6,25,000",2021,"19,000 km",Petrol,"BK Guda, Hyderabad"
352,Maruti Suzuki Ertiga,"8,00,000",2017,"105,949 km",Diesel,"Madhapur, Hyderabad"
353,Maruti Suzuki Alto,"1,25,000",2008,"108,000 km",Petrol,"Qutbullapur, Hyderabad"
354,Maruti Suzuki Vitara-Brezza,"9,95,000",2019,"90,000 km",Diesel,"Ameerpet, Hyderabad"
355,Tata Indica,"1,45,000",2015,"110,000 km",Diesel,"Balkampet, Hyderabad"
356,Skoda Laura,"4,25,000",2009,"92,000 km",Diesel,"Begumpet, Hyderabad"
357,Honda Accord,"3,40,000",2009,"136,000 km",Petrol,"Begumpet, Hyderabad"
358,Volkswagen VentoTest,"6,50,000",2016,"48,000 km",Petrol,"Madhapur, Hyderabad"
359,Maruti Suzuki Swift-Dzire,"8,75,000",2019,"48,000 km",Diesel,"Madhapur, Hyderabad"
360,Toyota Innova Crysta,"19,99,000",2016,"100,437 km",Diesel,"Madhapur, Hyderabad"
361,Mahindra XUV500,"6,50,000",2013,"110,000 km",Diesel,"Bowenpally Prithivi Enclave, Secunderabad, Hyderabad"
362,Hyundai i20,"5,25,000",2017,"57,000 km",Diesel,"Madhapur, Hyderabad"
363,Hyundai Creta,"7,65,000",2016,"83,000 km",Petrol,"Balkampet, Hyderabad"
364,Maruti Suzuki Swift-Dzire,"7,50,000",2018,"88,000 km",Diesel,"Balkampet, Hyderabad"
365,Maruti Suzuki S-Cross,"9,75,000",2018,"75,000 km",Diesel,"Balkampet, Hyderabad"
366,Hyundai Verna,"8,35,000",2018,"81,000 km",Petrol,"Madhapur, Hyderabad"
367,Hyundai i20,"8,45,000",2019,"81,000 km",Diesel,"Madhapur, Hyderabad"
368,Hyundai Creta,"12,75,000",2018,"54,900 km",Diesel,"Yousuf Guda, Hyderabad"
369,Skoda Kodiaq,"29,95,000",2019,"61,300 km",Diesel,"Madhapur, Hyderabad"
370,Mercedes-Benz E-Class,"12,85,000",2014,"116,768 km",Diesel,"Begumpet, Hyderabad"
371,Hyundai Elite i20,"7,50,000",2017,"72,531 km",Petrol,"Madhapur, Hyderabad"
372,Maruti Suzuki Baleno,"5,90,000",2016,"72,531 km",Petrol,"Madhapur, Hyderabad"
373,Skoda Laura,"3,80,000",2010,"86,531 km",Diesel,"Madhapur, Hyderabad"
374,Volkswagen Polo,"4,75,000",2015,"72,531 km",Diesel,"Madhapur, Hyderabad"
375,Honda City,"6,55,000",2015,"138,631 km",Diesel,"Madhapur, Hyderabad"
376,Mahindra Marazzo,"13,50,000",2020,"61,531 km",Diesel,"Madhapur, Hyderabad"
377,Honda City,"7,20,000",2016,"82,531 km",Diesel,"Madhapur, Hyderabad"
378,Hyundai Elite i20,"7,85,000",2020,"19,000 km",Petrol,"Madhapur, Hyderabad"
379,Volkswagen VentoTest,"6,00,000",2015,"93,771 km",Petrol,"Madhapur, Hyderabad"
380,Maruti Suzuki Baleno,"5,55,000",2019,"83,309 km",Petrol,"Madhapur, Hyderabad"
381,Hyundai i10,"2,29,000",2010,"75,231 km",Petrol,"Madhapur, Hyderabad"
382,Hyundai Grand i10,"4,55,000",2014,"49,632 km",Petrol,"Madhapur, Hyderabad"
383,BMW X1,"9,75,000",2011,"89,635 km",Diesel,"Madhapur, Hyderabad"
384,Audi A4,"8,75,000",2013,"49,123 km",Diesel,"Madhapur, Hyderabad"
385,Ford Figo,"4,25,000",2015,"70,000 km",Diesel,"BK Guda, Hyderabad"
386,Maruti Suzuki Wagon R,"2,10,000",2009,85000.0 km,Petrol,"Mythri Nagar, Hyderabad"
387,Volkswagen VentoTest,"3,65,000",2012,"89,000 km",Diesel,"Balkampet, Hyderabad"
388,Hyundai Creta,"12,50,000",2018,"70,000 km",Petrol,"Balkampet, Hyderabad"
389,Maruti Suzuki Celerio,"5,75,000",2019,"58,000 km",Petrol,"Balkampet, Hyderabad"
390,Toyota Corolla Altis,"16,25,000",2018,"12,751 km",Petrol,"Kukatpally, Hyderabad"
391,Maruti Suzuki Swift-Dzire,"7,40,000",2017,"82,000 km",Diesel,"Balkampet, Hyderabad"
392,Maruti Suzuki Swift,"5,25,000",2013,"75,000 km",Diesel,"Balkampet, Hyderabad"
393,Toyota Fortuner,"16,50,000",2015,"189,000 km",Diesel,"Yousuf Guda, Hyderabad"
394,Maruti Suzuki Swift-Dzire,"7,80,000",2021,"75,000 km",CNG & Hybr..,"Balkampet, Hyderabad"
395,Hyundai Creta,"8,85,000",2017,"68,000 km",Diesel,"Kukatpally, Hyderabad"
396,Volkswagen Taigun,"12,00,000",2021,"14,400 km",Petrol,"Kukatpally, Hyderabad"
397,Maruti Suzuki Vitara-Brezza,"9,40,000",2017,"54,000 km",Diesel,"Madhapur, Hyderabad"
398,Mahindra Xylo,"5,90,000",2019,"110,000 km",Diesel,"Balkampet, Hyderabad"
399,Volkswagen Ameo,"5,95,000",2019,"118,000 km",Diesel,"Ameerpet, Hyderabad"
400,Mahindra XUV500,"6,25,000",2012,"99,000 km",Diesel,"Balkampet, Hyderabad"
401,Maruti Suzuki Wagon-R,"4,25,000",2017,"62,000 km",Petrol,"Madhapur, Hyderabad"
402,Mahindra XUV500,"14,50,000",2018,"100,000 km",Diesel,"BK Guda, Hyderabad"
403,Ford Ecosport,"5,20,000",2013,"121,000 km",Diesel,"Qutbullapur, Hyderabad"
404,Maruti Suzuki Ertiga,"12,65,000",2021,"60,000 km",Petrol,"Balkampet, Hyderabad"
405,Toyota Innova Crysta,"22,25,000",2018,"67,000 km",Diesel,"Balkampet, Hyderabad"
406,Toyota Innova Crysta,"16,95,000",2016,"300,000 km",Diesel,"Balkampet, Hyderabad"
407,Maruti Suzuki Swift-Dzire,"4,35,000",2013,"98,000 km",Petrol,"Kukatpally, Hyderabad"
408,Maruti Suzuki Alto-K10,"4,20,000",2019,"27,000 km",Petrol,"Balkampet, Hyderabad"
409,Mahindra XUV500,"15,25,000",2019,"75,000 km",Diesel,"Balkampet, Hyderabad"
410,Skoda Laura,"4,15,000",2010,"95,204 km",Diesel,"Zahra Nagar, Hyderabad"
411,Hyundai Fluidic Verna,"5,10,000",2012,"78,470 km",Diesel,"Zahra Nagar, Hyderabad"
412,Mahindra XUV500,"15,25,000",2018,"108,000 km",Diesel,"BK Guda, Hyderabad"
413,Maruti Suzuki Ertiga,"6,50,000",2013,"110,000 km",Diesel,"Moosapet, Hyderabad"
414,Maruti Suzuki Ritz,"3,55,000",2016,"90,000 km",Diesel,"Moosapet, Hyderabad"
415,Hyundai i10,"3,75,000",2014,"72,000 km",Petrol,"Ameerpet, Hyderabad"
416,Ford Ecosport,"7,95,000",2018,"67,387 km",Petrol,"Kukatpally, Hyderabad"
417,BMW X1,"44,50,000",2022,"10,000 km",Petrol,"Venktagiri Nagar, Hyderabad"
418,Honda Jazz,"5,80,000",2016,"75,000 km",Petrol,"Madhapur, Hyderabad"
419,Maruti Suzuki Swift-Dzire,"7,50,000",2018,"92,000 km",Diesel,"Balkampet, Hyderabad"
420,BMW X1,"34,00,000",2020,"56,350 km",Diesel,"Kukatpally, Hyderabad"
421,Maruti Suzuki Swift,"6,30,000",2018,"63,000 km",Petrol,"Madhapur, Hyderabad"
422,Hyundai Elite i20,"8,45,000",2019,"40,169 km",Petrol,"Chandra Nagar, Hyderabad"
423,Tata Nexon EV Max,"17,95,000",2022,"9,337 km",Electric,"Somajiguda, Hyderabad"
424,Hyundai Elite i20,"7,95,000",2017,"82,000 km",Diesel,"Zahra Nagar, Hyderabad"
425,Toyota Etios Liva,"4,00,000",2014,"125,000 km",Diesel,"Moosapet, Hyderabad"
426,Ford Ecosport,"6,85,000",2016,"72,000 km",Diesel,"Old Bowenpally, Secunderabad, Hyderabad"
427,Volkswagen VentoTest,"4,00,000",2012,"75,000 km",Diesel,"Ameerpet, Hyderabad"
428,Kia Seltos,"16,50,000",2020,27000.0 km,Diesel,"Bala Nagar, Hyderabad"
429,Hyundai i20,"2,75,000",2009,"55,000 km",Petrol,"Kukatpally, Hyderabad"
430,Toyota Urban Cruiser Hyryder,"18,90,000",2022,"7,692 km",Petrol,"Madhapur, Hyderabad"
431,Hyundai i10,"2,45,000",2010,"52,000 km",Petrol,"Alwal, Hyderabad"
432,Mercedes-Benz GLA Class,"16,50,000",2014,"78,988 km",Diesel,"Venktagiri Nagar, Hyderabad"
433,Renault Duster,"4,24,000",2015,"97,200 km",Diesel,"Begumpet, Secunderabad, Hyderabad"
434,Maruti Suzuki Vitara-Brezza,"10,40,000",2020,"46,555 km",Diesel,"Rasoolpura, Hyderabad"
435,Hyundai Elite i20,"6,80,000",2017,"77,712 km",Diesel,"Begumpet, Hyderabad"
436,Hyundai Creta,"16,50,000",2020,"82,000 km",Diesel,"BK Guda, Hyderabad"
437,Maruti Suzuki Swift,"5,99,000",2017,"74,000 km",Diesel,"BK Guda, Hyderabad"
438,Maruti Suzuki Ritz,"3,20,000",2014,"60,000 km",Petrol,"Madhapur, Hyderabad"
439,Honda City,"6,25,000",2014,"95,000 km",Diesel,"Madhapur, Hyderabad"
440,Mahindra XUV500,"11,00,000",2015,"108,000 km",Diesel,"Bowenpally, Hyderabad"
441,Hyundai i20,"8,25,000",2021,"42,444 km",Petrol,"Kukatpally, Hyderabad"
442,Maruti Suzuki Eeco,"3,99,000",2018,"107,000 km",Petrol,"Yousuf Guda, Hyderabad"
443,Toyota Fortuner,"53,00,000",2022,"5,600 km",Diesel,"Yousuf Guda, Hyderabad"
444,Audi Q3,"19,99,000",2016,"94,000 km",Diesel,"Yousuf Guda, Hyderabad"
445,Hyundai Grand i10,"4,70,000",2016,"61,000 km",Petrol,"Yousuf Guda, Hyderabad"
446,Honda City ZX,"1,85,000",2006,"90,000 km",Petrol,"Balkampet, Hyderabad"
447,Maruti Suzuki Eeco,"5,35,000",2021,"33,000 km",Petrol,"BK Guda, Hyderabad"
448,Honda City,"5,20,000",2014,"85,000 km",Petrol,"Bowenpally Prithivi Enclave, Secunderabad, Hyderabad"
449,Ford Ecosport,"6,80,000",2016,"78,879 km",Diesel,"Ameerpet, Hyderabad"
450,Maruti Suzuki S-Cross1,"9,35,000",2017,"89,119 km",Diesel,"Begumpet, Hyderabad"
