CarName,Price,Year,KilometersDriven,Fuel Type,Location
Maruti Baleno 1.2 Delta,5.78 Lakh,2017,"78,057 km",Petrol,"Thathawade, Pune"
Hyundai Grand i10 Nios Magna,5.60 Lakh,2021,"66,000 km",Petrol,"Shivajinagar, Pune"
Hyundai Grand i10 Sportz,4.24 Lakh,2014,"62,513 km",Petrol,"Undri, Pune"
Hyundai Santro Sportz BSIV,5.24 Lakh,2019,"21,026 km",Petrol,"Thathawade, Pune"
Maruti Wagon R VXI BS IV,1.85 Lakh,2007,"50,000 km",Petrol,Pune
Hyundai i10 Sportz 1.1L,2.89 Lakh,2012,"74,850 km",Petrol,"Undri, Pune"
Tata Safari XT Plus Dark Edition BSVI,25.70 Lakh,2022,"10,481 km",Diesel,"Thathawade, Pune"
Tata Safari XZA Plus 6 Str AT Dark Edition BSVI,22 Lakh,2022,"20,000 km",Diesel,Pune
Hyundai i10 Magna 1.2 iTech SE,1.65 Lakh,2009,"1,00,000 km",Petrol,"Hadapsar, Pune"
Hyundai Santro Xing GLS,2 Lakh,2012,"70,000 km",Petrol,Pune
Honda Brio VX AT,4.50 Lakh,2015,"50,653 km",Petrol,"Nanded, Pune"
Hyundai Elite i20 2018 Diesel Asta Option,7.75 Lakh,2018,"60,000 km",Diesel,Pune
Maruti Alto 800 LXI,3.15 Lakh,2017,"35,900 km",Petrol,"Kothrud, Pune"
Audi Q3 35 TDI Quattro Premium Plus,14 Lakh,2014,"1,20,000 km",Diesel,Pune
Maruti Wagon R LXI BS IV,3.25 Lakh,2015,"86,239 km",Petrol,"Thathawade, Pune"
Maruti Swift Dzire VXI,4.86 Lakh,2015,"75,273 km",Petrol,"Thathawade, Pune"
Tata Harrier XZA Plus Jet Edition AT,21.75 Lakh,2022,"57,000 km",Diesel,"City, Pune"
Maruti Wagon R LXI CNG,3.97 Lakh,2015,"95,841 km",CNG,"Undri, Pune"
Maruti Wagon R VXI BS IV,3.60 Lakh,2015,"78,025 km",Petrol,"Thathawade, Pune"
Kia Sonet HTK Plus BSVI,8.80 Lakh,2020,"30,650 km",Petrol,"Nanded, Pune"
Maruti Swift Dzire VXI,4.17 Lakh,2013,"95,606 km",Petrol,"Undri, Pune"
