CarName,Price,Year,KilometersDriven,Fuel Type,Location
Tata Tiago Revotron XZ,4.76 Lakh,2017,51K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Hyundai Venue SX Plus 1.0 Turbo DCT,9.70 Lakh,2019,29K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Skoda Slavia Style 1.5L TSI AT,18.32 Lakh,2022,11K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Volkswagen Taigun Highline 1.0 TSI AT,12.79 Lakh,2021,30K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Maruti Suzuki Celerio VXI,4.94 Lakh,2021,32K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Tata Tiago Revotron XT CNG,7.05 Lakh,2022,5K km,Petrol+cng,"Spinny Park, Hinjewadi, Pune"
Volkswagen Taigun Highline 1.0 TSI MT,13.37 Lakh,2022,13K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG,5.15 Lakh,2019,32K km,Petrol+cng,"Spinny Park, Hinjewadi, Pune"
Maruti Suzuki S-Presso VXI Opt CNG,4.70 Lakh,2021,28K km,Petrol+cng,"Spinny Park, Hinjewadi, Pune"
Nissan Kicks XL Petrol,6.67 Lakh,2019,32K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Renault Triber RXZ AMT,7.55 Lakh,2021,9K km,Petrol,"Spinny Hub, Seasons Mall, Pune"
Maruti Suzuki Alto 800 LXI,2.07 Lakh,2013,70K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,5.30 Lakh,2019,34K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Renault Triber RXT,5.95 Lakh,2021,30K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Chevrolet Beat LS Diesel,3.71 Lakh,2014,59K km,Diesel,"Spinny Hub, Seasons Mall, Pune"
Hyundai Xcent SX Petrol,5.38 Lakh,2018,48K km,Petrol,"Spinny Hub, Seasons Mall, Pune"
Chevrolet Beat LT Diesel,3.35 Lakh,2014,82K km,Diesel,"Spinny Park, Hinjewadi, Pune"
Chevrolet Spark LT 1.0,2.23 Lakh,2014,69K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Datsun Redi-GO T(O) 1.0L Limited Edition,2.82 Lakh,2018,38K km,Petrol,"Spinny Hub, Seasons Mall, Pune"
Hyundai Grand i10 Magna 1.2 CRDi,4.58 Lakh,2017,119K km,Diesel,"Spinny Park, Hinjewadi, Pune"
Maruti Suzuki S-Presso VXI Opt CNG,5.33 Lakh,2022,14K km,Petrol+cng,"Spinny Park, Hinjewadi, Pune"
Ford Freestyle Trend Plus 1.2 Ti-VCT,5.84 Lakh,2019,7K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,6.58 Lakh,2021,19K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Maruti Suzuki Alto K10 VXI,4.89 Lakh,2022,2K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Hyundai Xcent SX Petrol,6.48 Lakh,2018,23K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Tata Tiago Wizz 1.2 Revotron,4.98 Lakh,2017,17K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Tata Tiago Revotron XT,4.99 Lakh,2019,21K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Hyundai i20 N Line N8 1.0 Turbo iMT Dual Tone,9.98 Lakh,2021,16K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Kia Sonet GTX Plus 1.0 iMT,12.14 Lakh,2021,20K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Mahindra Marazzo M8,9.71 Lakh,2019,100K km,Diesel,"Spinny Park, Hinjewadi, Pune"
Hyundai Creta 1.6 SX Plus,9.53 Lakh,2016,71K km,Diesel,"Spinny Park, Hinjewadi, Pune"
Maruti Suzuki A-Star ZXI,1.83 Lakh,2009,80K km,Petrol,"Spinny Hub, Seasons Mall, Pune"
Hyundai i20 Sportz 1.2,2.91 Lakh,2011,92K km,Petrol,"Spinny Hub, Seasons Mall, Pune"
Hyundai Grand i10 Asta 1.2 CRDi,5.01 Lakh,2017,92K km,Diesel,"Spinny Park, Hinjewadi, Pune"
Datsun Redi-GO S 1.0 AMT,3.26 Lakh,2018,36K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Maruti Suzuki A-Star VXI,2.15 Lakh,2011,69K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Tata Tigor Revotron XZ+ CNG,7.55 Lakh,2022,23K km,Petrol+cng,"Spinny Park, Hinjewadi, Pune"
Maruti Suzuki Baleno Alpha Petrol,5.52 Lakh,2017,93K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Honda City ZX CVT,8.58 Lakh,2017,89K km,Petrol,"Spinny Park, Hinjewadi, Pune"
Maruti Suzuki Swift LXI,4.09 Lakh,2014,30K km,Petrol,"Spinny Hub, Seasons Mall, Pune"
Hyundai Venue SX 1.0 (O) Turbo iMT,10.13 Lakh,2020,20K km,Petrol,"Spinny Park, Hinjewadi, Pune"
