ListingID,CarName,Price,Year,KilometersDriven,FuelType,Location,ListingURL,ImageURL
21,Jeep Compass Limited 1.4 Petrol AT,16.25 Lakh,2018,22000,Petrol,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/jeep/compass/limited-14-petrol-at-yelahanka-2018/10926995/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/2PQEJmOWTXCM46Pt%2BqgFDw/tab/file.JPG?w=300&dpr=1.0
22,BMW 5 Series 520d Luxury Line,53 Lakh,2020,25000,Diesel,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/bmw/5-series/520d-luxury-line-yelahanka-2020/8833034/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/TjsVcMn4SJuFJKXmFYO1tg/tab/file.JPG?w=300&dpr=1.0
23,Hyundai New Santro 1.1 Sportz AMT,5.25 Lakh,2019,19000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/hyundai/new-santro-11/sportz-amt-btm-layout-2019/10840401/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/4nrrHD%2BNTcW6ONF9gnsfYw/tab/file.JPG?w=300&dpr=1.0
24,Tata Nano LX,1.52 Lakh,2013,23000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/tata/nano/lx-btm-layout-2013/11058199/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/ZY4Q20OqS3mHL0a43C15hw/tab/file.JPG?w=300&dpr=1.0
25,Hyundai i10 Sportz AT Petrol,3.43 Lakh,2013,48000,Petrol,"Spinny Park, Yelahanka, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/hyundai/i10/sportz-at-petrol-yelahanka-2013/11114157/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/8bHSoZjrRzC%2BP2ytWLnuiw/tab/file.JPG?w=300&dpr=1.0
26,Honda Jazz V CVT,6.40 Lakh,2017,26000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/honda/jazz/v-cvt-btm-layout-2017/10852699/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/veu%2BfOrQRuSZRSFlZHpwww/tab/file.JPG?w=300&dpr=1.0
27,Honda Amaze 1.5L VX,4.72 Lakh,2013,82000,Diesel,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/honda/amaze/15l-vx-btm-layout-2013/10994721/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/rJ1HO2RoSc6K7dFvXx_zmw/tab/file.JPG?w=300&dpr=1.0
28,Hyundai i10 Era Petrol,2.67 Lakh,2010,90000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/hyundai/i10/era-petrol-btm-layout-2010/10470173/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/N_DzRiYvSaaHezHTuIbVZA/tab/file.JPG?w=300&dpr=1.0
29,Tata Nano Twist XT Petrol,1.91 Lakh,2016,70000,Petrol,"Spinny Hub, Bangalore Vega Mall",https://www.spinny.com/buy-used-cars/bangalore/tata/nano/twist-xt-petrol-btm-layout-2016/10679047/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/jINKO%2BGIQpyJwZVv3yKdBQ/tab/file.JPG?w=300&dpr=1.0
30,Ford EcoSport Titanium + 1.5L TDCi,8.88 Lakh,2018,58000,Diesel,"Spinny Hub, Mantri Mall, Bangalore",https://www.spinny.com/buy-used-cars/bangalore/ford/ecosport/titanium-15l-tdci-malleshwaram-2018/11148748/?referrer=/used-cars-in-bangalore/s/,https://spn-mda.spinny.com/img/00m7HOtiT4OOv2jbiaLs_g/tab/file.JPG?w=300&dpr=1.0
