,CarName,Price,Year,KilometersDriven,Fuel Type,Location
188,Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,6.27 Lakh,2013,29K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
189,Maruti Suzuki Swift VXI,3.15 Lakh,2012,45K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
190,Renault Kwid 1.0 RXT Opt,3.64 Lakh,2019,27K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
191,Nissan Micra Active XV,3.47 Lakh,2016,139K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
192,Volkswagen Polo Highline1.2L (P),3.24 Lakh,2011,39K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
193,Hyundai Venue SX Plus 1.0 Turbo DCT Dual Tone,9.88 Lakh,2019,50K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
194,Maruti Suzuki Swift VXI,6.74 Lakh,2022,6K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
195,Renault Kwid RXT 1.0 SCE Special,2.99 Lakh,2017,33K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
196,Hyundai Venue SX 1.0 Turbo,9.42 Lakh,2020,20K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
197,Renault Kwid CLIMBER 1.0 Opt,4.60 Lakh,2021,10K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
198,Maruti Suzuki S-Cross Zeta 1.3,7.49 Lakh,2018,62K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
199,Renault Kwid RXT Opt,3.43 Lakh,2019,17K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
200,Tata Nexon XZ Plus HS Dark Edition,10.65 Lakh,2022,14K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
201,Mahindra XUV500 W7 AT,11.05 Lakh,2018,68K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
202,Honda Amaze 1.2 S i-VTEC,3.39 Lakh,2014,90K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
203,Maruti Suzuki Swift LXI,2.29 Lakh,2011,60K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
204,Hyundai Grand i10 Asta 1.2 Kappa VTVT,4.10 Lakh,2015,68K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
205,Volkswagen Polo Highline1.2L (P),3.92 Lakh,2013,53K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
206,Maruti Suzuki Swift ZXI,3.19 Lakh,2012,86K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
207,Hyundai Creta 1.6 SX Plus Petrol,7.99 Lakh,2016,88K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
208,Honda Brio S MT,2.44 Lakh,2011,39K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
209,Honda Jazz SV,4.38 Lakh,2016,71K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
210,Skoda Fabia Ambiente 1.2 MPI,2.10 Lakh,2011,37K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
211,Honda City E,5.84 Lakh,2016,135K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
212,Hyundai Grand i10 Asta 1.2 Kappa VTVT,4.10 Lakh,2015,66K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
213,Hyundai i10 Era Petrol,2.28 Lakh,2013,78K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
214,Ford EcoSport Titanium 1.5L Ti-VCT,8.68 Lakh,2020,27K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
215,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,4.69 Lakh,2017,60K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
216,Renault Kwid 1.0 RXT AMT Opt,3.18 Lakh,2016,36K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
217,Nissan Kicks XV Diesel,8.48 Lakh,2019,37K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
218,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,6.97 Lakh,2022,7K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
219,Kia Sonet HTX 1.0 iMT,10.39 Lakh,2021,32K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
220,Hyundai Elite i20 Sportz 1.2,5.77 Lakh,2017,21K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
221,Hyundai Creta 1.6 SX Plus Auto Petrol,10.25 Lakh,2018,57K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
222,Hyundai New Santro 1.1 Magna CNG,4.59 Lakh,2019,75K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
223,Tata Nexon XZ Petrol,6.78 Lakh,2019,60K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
224,Toyota Camry 2.5 G Automatic,9.59 Lakh,2013,54K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
225,Honda Amaze 1.2 S i-VTEC,3.65 Lakh,2013,47K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
226,Mahindra XUV500 W6 AT 1.99,9.66 Lakh,2018,60K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
227,Ford Figo Titanium Petrol,5.07 Lakh,2019,72K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
228,Honda WR-V i-DTEC S,6.27 Lakh,2019,142K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
229,Maruti Suzuki Swift VXI,5.11 Lakh,2019,103K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
230,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,3.93 Lakh,2015,79K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
231,Honda City VX,11.65 Lakh,2020,36K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
232,Hyundai i10 Magna 1.2 Petrol,1.53 Lakh,2010,51K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
233,Honda City 1.5 V MT,4.15 Lakh,2013,115K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
234,Renault Triber RXT AMT,7.26 Lakh,2022,8K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
235,Hyundai Venue SX 1.0 Turbo,9.30 Lakh,2019,17K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
236,Honda Amaze 1.2 V i-VTEC,6.36 Lakh,2019,34K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
237,Hyundai New Santro 1.1 Sportz CNG,4.99 Lakh,2019,70K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
238,Tata Altroz XZ 1.2,6.77 Lakh,2020,22K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
239,Hyundai New i20 Asta (O) 1.2 MT,9.40 Lakh,2022,6K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
240,Kia Seltos GTX Plus DCT,16.44 Lakh,2019,23K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
241,Renault Triber RXZ AMT Dual Tone,6.80 Lakh,2022,24K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
242,Maruti Suzuki Wagon R 1.0 LXI,1.65 Lakh,2010,73K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
243,Hyundai i20 Magna 1.2,3.42 Lakh,2013,73K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
244,Maruti Suzuki Swift LXI,1.99 Lakh,2010,68K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
245,Maruti Suzuki Swift VXI,2.19 Lakh,2010,68K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
246,Tata Nexon XT Petrol,6.47 Lakh,2018,45K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
247,Maruti Suzuki Wagon R 1.0 VXI,2.49 Lakh,2012,58K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
248,Honda WR-V i-VTEC S,5.75 Lakh,2017,64K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
249,Honda City V,4 Lakh,2013,90K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
250,Hyundai i20 Sportz 1.2,2.35 Lakh,2011,83K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
251,Hyundai Elite i20 Magna Executive 1.4 CRDI,5.80 Lakh,2018,41K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
252,Maruti Suzuki Wagon R 1.0 LXI (O) CNG,4.89 Lakh,2019,77K km,Petrol+cng,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
253,Maruti Suzuki Swift LXI,2.99 Lakh,2012,31K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
254,Hyundai Eon Era,1.84 Lakh,2012,42K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
255,Hyundai Venue SX 1.2 Petrol,10.97 Lakh,2022,5K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
256,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,6.69 Lakh,2021,6K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
257,Maruti Suzuki Baleno Delta Petrol,4.97 Lakh,2016,39K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
258,Maruti Suzuki Baleno Zeta Petrol,7.19 Lakh,2021,30K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
259,Kia Seltos GTX,13.42 Lakh,2019,47K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
260,Honda City ZX CVT,13.46 Lakh,2020,35K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
261,Honda WR-V i-DTEC VX,10.40 Lakh,2021,24K km,Diesel,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
262,Volkswagen Polo Comfortline 1.2L (P),4.69 Lakh,2015,35K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
263,Maruti Suzuki Swift LXI (O),4.29 Lakh,2017,39K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
264,Hyundai Grand i10 Asta 1.2 Kappa VTVT,4.19 Lakh,2015,81K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
265,Skoda Fabia Classic 1.2 MPI,1.99 Lakh,2011,71K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
266,Honda Brio V MT,2.73 Lakh,2013,60K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
267,Hyundai Creta 1.6 SX Plus Auto,7.49 Lakh,2017,105K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
268,Kia Sonet GTX Plus 1.5,11.18 Lakh,2021,35K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
269,Maruti Suzuki Swift VXI,6.54 Lakh,2022,21K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
270,Maruti Suzuki Ritz LXI,3.11 Lakh,2015,90K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
271,Renault Kwid RXT,3.17 Lakh,2017,33K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
272,Maruti Suzuki Swift LXI (O),4.20 Lakh,2017,31K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
273,Maruti Suzuki Swift VXI CNG (Outside Fitted),4.69 Lakh,2016,51K km,Petrol+cng,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
274,Honda City VX,8.82 Lakh,2019,43K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
275,Maruti Suzuki Baleno Delta Petrol,5.38 Lakh,2017,59K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
276,Hyundai Creta 1.6 SX Plus Petrol,9 Lakh,2017,67K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
277,Hyundai Creta 1.6 SX Plus Petrol,9.53 Lakh,2018,59K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
278,Nissan Magnite XV Premium Turbo CVT (O),8.91 Lakh,2020,25K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
279,Hyundai Creta 1.6 SX OPT Executive VTVT,12.41 Lakh,2019,31K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
280,Hyundai Creta 1.6 SX VTVT,10.43 Lakh,2019,40K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
281,Maruti Suzuki Wagon R 1.0 LXI CNG,5.78 Lakh,2021,25K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
282,Hyundai Creta 1.6 SX Plus Auto Petrol,9.18 Lakh,2017,76K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
283,Toyota Etios VX,2.46 Lakh,2011,72K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
284,Volkswagen Polo Comfortline 1.2L (P),5.43 Lakh,2017,28K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
285,Honda City S,2.59 Lakh,2010,65K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
286,Toyota Etios Liva G,3.34 Lakh,2012,22K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
287,Maruti Suzuki Swift Dzire VXI,3.23 Lakh,2012,60K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
288,Datsun Redi-GO S (O),1.89 Lakh,2016,33K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
289,Kia Seltos HTK Plus AT D,10.99 Lakh,2020,108K km,Diesel,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
290,Hyundai i20 Magna 1.2,2.49 Lakh,2011,65K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
291,Honda City 1.5 V MT,2.88 Lakh,2011,49K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
292,Maruti Suzuki Baleno Zeta AT Petrol,5.98 Lakh,2018,43K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
293,Toyota Etios Liva G,2.77 Lakh,2012,48K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
294,Kia Sonet GTX Plus 1.0 iMT,9 Lakh,2020,97K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
295,Maruti Suzuki Baleno Alpha Petrol,5.49 Lakh,2016,52K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
296,Kia Seltos GTX Plus,13.61 Lakh,2020,61K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
297,Honda City V CVT,11.43 Lakh,2020,32K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
298,Ford Figo Aspire Titanium 1.2 Ti-VCT,4.54 Lakh,2017,65K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
299,Hyundai Creta 1.6 SX Plus Petrol,8.80 Lakh,2018,52K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
300,Maruti Suzuki Baleno Alpha Petrol,5.38 Lakh,2016,47K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
301,Renault Kiger RXZ MT Dual Tone,7.09 Lakh,2021,33K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
302,Toyota Glanza V CVT,6.82 Lakh,2019,19K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
303,Maruti Suzuki Ritz VXI,3.48 Lakh,2014,40K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
304,Maruti Suzuki Swift ZXI,3.86 Lakh,2013,74K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
305,Honda City 1.5 V MT,3.84 Lakh,2012,37K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
306,Honda Amaze 1.2 S i-VTEC,3.46 Lakh,2014,68K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
307,Honda City S,6.10 Lakh,2017,37K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
308,Honda Accord 2.4 AT,3.99 Lakh,2011,66K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
309,Maruti Suzuki Ritz LXI,1.99 Lakh,2011,47K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
310,Tata Nexon XM Diesel,5.80 Lakh,2019,101K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
311,Hyundai i20 Asta 1.2,3.07 Lakh,2012,70K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
312,Hyundai Fluidic Verna 4S 1.6 VTVT SX,6.52 Lakh,2016,18K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
313,Hyundai Elite i20 Asta 1.2 (O) CNG (Outside Fitted),5.52 Lakh,2016,99K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
314,Maruti Suzuki Baleno Alpha AT Petrol,9.54 Lakh,2023,5K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
315,Maruti Suzuki Vitara Brezza VDi (O),6.99 Lakh,2018,42K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
316,Maruti Suzuki Eeco 5 STR WITH A/C+HTR,4.66 Lakh,2019,24K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
317,Hyundai Creta 1.6 SX,11.26 Lakh,2019,51K km,Diesel,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
318,Kia Carens Luxury Plus 1.4 Petrol 6 STR,15.53 Lakh,2022,13K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
319,Hyundai Creta 1.6 SX AT VTVT,12.16 Lakh,2019,52K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
320,Maruti Suzuki Ciaz Alpha AT Petrol,8.96 Lakh,2019,48K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
321,Mahindra Marazzo M6,8.91 Lakh,2019,58K km,Diesel,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
322,Toyota Etios Liva G,2.34 Lakh,2011,63K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
323,Hyundai Elite i20 Asta 1.2,5.47 Lakh,2016,71K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
324,Volkswagen Polo Comfortline 1.2L (P),4.29 Lakh,2016,83K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
325,Maruti Suzuki Ciaz ZXI,5.49 Lakh,2015,63K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
326,Hyundai Grand i10 Sportz (O) 1.2 kappa VTVT,4.95 Lakh,2017,40K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
327,Honda City V,3.14 Lakh,2011,79K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
328,Nissan Sunny XV CVT,5.49 Lakh,2017,48K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
329,Honda Brio S(O)MT,2.32 Lakh,2012,84K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
330,Hyundai Verna Fluidic 1.6 VTVT EX,4 Lakh,2012,58K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
331,Hyundai Grand i10 Sportz (O) 1.2 kappa VTVT CNG (Outside Fitted),5.26 Lakh,2017,19K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
332,Toyota Etios VX,2.73 Lakh,2011,48K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
333,Hyundai i10 Era Petrol,1.49 Lakh,2010,52K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
334,Renault Kiger RXT (O) AMT Dual Tone,7.70 Lakh,2022,10K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
335,Maruti Suzuki Wagon R 1.2 ZXI,5.61 Lakh,2021,10K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
336,Honda WR-V i-VTEC S,6.15 Lakh,2017,28K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
337,Maruti Suzuki New Ertiga ZXI Plus,11.49 Lakh,2022,5K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
338,Maruti Suzuki Celerio VXI,5.25 Lakh,2022,4K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
339,Hyundai Creta 1.4 EX,8.93 Lakh,2019,44K km,Diesel,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
340,Tata Nexon XM Petrol,6.60 Lakh,2019,40K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
341,Hyundai Grand i10 Sportz 1.2 Kappa VTVT,5.08 Lakh,2018,24K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
342,Renault Kwid RXT 1.0 SCE Special,3.15 Lakh,2017,31K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
343,Hyundai Eon Era + CNG (Outside Fitted),2.86 Lakh,2017,52K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
344,Honda Amaze 1.2 VX i-VTEC,3.59 Lakh,2013,76K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
345,Renault Kwid 1.0 RXT,2.95 Lakh,2018,89K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
346,Maruti Suzuki Baleno Delta Petrol,5.10 Lakh,2018,43K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
347,Hyundai i10 Sportz 1.1 Petrol,3.49 Lakh,2015,66K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
348,Hyundai i10 Sportz CNG (Outside Fitted),3.99 Lakh,2016,62K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
349,Honda Civic ZX CVT Petrol,16.29 Lakh,2020,44K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
350,Maruti Suzuki Wagon R 1.0 VXI,2.97 Lakh,2014,43K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
351,Maruti Suzuki Swift VXI CNG (Outside Fitted),4.49 Lakh,2017,46K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
352,Maruti Suzuki Swift VXI,3.32 Lakh,2014,58K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
353,Maruti Suzuki Swift Dzire VXI,3.49 Lakh,2014,112K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
354,Maruti Suzuki Wagon R 1.0 VXI CNG,6.64 Lakh,2022,8K km,Petrol+cng,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
355,Volkswagen Polo Trendline 1.0 (P),5.69 Lakh,2020,33K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
356,Nissan Kicks XV Petrol,8.90 Lakh,2022,7K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
357,Tata Harrier XM,11.27 Lakh,2019,65K km,Diesel,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
358,Maruti Suzuki Baleno Zeta Petrol,7.33 Lakh,2020,5K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
359,Tata Altroz XZ 1.5,6.61 Lakh,2020,40K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
360,Maruti Suzuki Ignis Alpha MT Petrol,5.43 Lakh,2017,13K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
361,Skoda Kushaq Style 1.5L TSI DSG,17.38 Lakh,2022,6K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
362,Hyundai Grand i10 Magna 1.2 Kappa VTVT,3.39 Lakh,2014,63K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
363,Maruti Suzuki Baleno Zeta Petrol,5.85 Lakh,2018,24K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
364,Hyundai i20 Era 1.2,2.24 Lakh,2011,47K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
365,Maruti Suzuki Vitara Brezza ZDI PLUS AT,7.99 Lakh,2019,81K km,Diesel,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
366,Maruti Suzuki Baleno Delta Petrol,4.50 Lakh,2016,45K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
367,Honda Amaze 1.2 S i-VTEC CNG (Outside Fitted),6.10 Lakh,2019,40K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
368,Maruti Suzuki Ritz VXI,3.10 Lakh,2014,49K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
369,Hyundai Grand i10 Nios Magna 1.2 Kappa VTVT CNG,6.10 Lakh,2020,40K km,Petrol+cng,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
370,Hyundai Elite i20 Sportz 1.2,4.15 Lakh,2015,75K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
371,Maruti Suzuki Swift LXI CNG (Outside Fitted),3.99 Lakh,2015,69K km,Petrol+cng,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
372,Honda Brio VX MT,3.89 Lakh,2015,16K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
373,Maruti Suzuki A-Star VXI,1.39 Lakh,2009,51K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
374,Maruti Suzuki Baleno Zeta Petrol,6.76 Lakh,2020,26K km,Petrol,"Spinny Hub, Taj Vivanta, Dwarka, Delhi"
375,Honda WR-V i-VTEC VX,8.22 Lakh,2021,32K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
376,MG Motors Astor Sharp 1.5 MT,13.99 Lakh,2022,3K km,Petrol,"Spinny Hub, Rcube Monad Mall, Rajouri, Delhi"
